"SITE","LINE","traits","Co59","SITE2"
"KBSM","541","Co59","0.03581696","KBSM"
"KBSM","542","Co59","0.019651635","KBSM"
"KBSM","544","Co59","0.018177432","KBSM"
"KBSM","545","Co59","0.027422701","KBSM"
"KBSM","546","Co59","0.019179275","KBSM"
"KBSM","547","Co59","0.031821946","KBSM"
"KBSM","548","Co59","0.038062989","KBSM"
"KBSM","549","Co59","0.025387081","KBSM"
"KBSM","551","Co59","*","KBSM"
"KBSM","552","Co59","0.048105375","KBSM"
"KBSM","553","Co59","0.034181372","KBSM"
"KBSM","555","Co59","0.020027724","KBSM"
"KBSM","556","Co59","*","KBSM"
"KBSM","557","Co59","0.027491926","KBSM"
"KBSM","558","Co59","0.038841812","KBSM"
"KBSM","559","Co59","0.027359657","KBSM"
"KBSM","560","Co59","0.057475263","KBSM"
"KBSM","562","Co59","0.027766831","KBSM"
"KBSM","563","Co59","0.020417393","KBSM"
"KBSM","564","Co59","*","KBSM"
"KBSM","565","Co59","0.025420986","KBSM"
"KBSM","566","Co59","0.024788421","KBSM"
"KBSM","567","Co59","0.025056121","KBSM"
"KBSM","569","Co59","0.026909293","KBSM"
"KBSM","570","Co59","0.01781873","KBSM"
"KBSM","571","Co59","0.037016876","KBSM"
"KBSM","572","Co59","0.032254074","KBSM"
"KBSM","573","Co59","0.04866956","KBSM"
"KBSM","574","Co59","0.017998396","KBSM"
"KBSM","576","Co59","0.033359977","KBSM"
"KBSM","577","Co59","0.020520932","KBSM"
"KBSM","578","Co59","0.062375076","KBSM"
"KBSM","579","Co59","0.018275151","KBSM"
"KBSM","580","Co59","0.02565495","KBSM"
"KBSM","581","Co59","0.029045446","KBSM"
"KBSM","583","Co59","0.031121017","KBSM"
"KBSM","584","Co59","0.029336327","KBSM"
"KBSM","585","Co59","0.032320396","KBSM"
"KBSM","586","Co59","0.01876788","KBSM"
"KBSM","588","Co59","0.059986358","KBSM"
"KBSM","589","Co59","0.036295817","KBSM"
"KBSM","592","Co59","0.018270724","KBSM"
"KBSM","593","Co59","0.03878768","KBSM"
"KBSM","594","Co59","0.031296687","KBSM"
"KBSM","595","Co59","0.029219508","KBSM"
"KBSM","596","Co59","0.028107636","KBSM"
"KBSM","597","Co59","0.020874034","KBSM"
"KBSM","598","Co59","0.034150099","KBSM"
"KBSM","599","Co59","*","KBSM"
"KBSM","600","Co59","0.029467754","KBSM"
"KBSM","601","Co59","0.020871219","KBSM"
"KBSM","602","Co59","*","KBSM"
"KBSM","603","Co59","*","KBSM"
"KBSM","604","Co59","*","KBSM"
"KBSM","605","Co59","0.031377455","KBSM"
"KBSM","606","Co59","0.045322108","KBSM"
"KBSM","608","Co59","0.021087424","KBSM"
"KBSM","609","Co59","0.047039874","KBSM"
"KBSM","610","Co59","0.01675536","KBSM"
"KBSM","611","Co59","0.037027429","KBSM"
"KBSM","612","Co59","0.069221049","KBSM"
"KBSM","613","Co59","0.018751849","KBSM"
"KBSM","614","Co59","0.019750444","KBSM"
"KBSM","618","Co59","0.158667654","KBSM"
"KBSM","619","Co59","0.022960082","KBSM"
"KBSM","620","Co59","0.032295197","KBSM"
"KBSM","621","Co59","0.036162761","KBSM"
"KBSM","622","Co59","0.023178543","KBSM"
"KBSM","623","Co59","*","KBSM"
"KBSM","624","Co59","*","KBSM"
"KBSM","625","Co59","0.021135559","KBSM"
"KBSM","627","Co59","0.017713588","KBSM"
"KBSM","628","Co59","0.021365051","KBSM"
"KBSM","629","Co59","0.022921708","KBSM"
"KBSM","630","Co59","0.025858207","KBSM"
"KBSM","632","Co59","0.022197417","KBSM"
"KBSM","633","Co59","0.040820093","KBSM"
"KBSM","634","Co59","0.042500246","KBSM"
"KBSM","635","Co59","0.018275118","KBSM"
"KBSM","636","Co59","0.017655211","KBSM"
"KBSM","637","Co59","0.031705113","KBSM"
"KBSM","638","Co59","0.021480446","KBSM"
"KBSM","639","Co59","0.027312967","KBSM"
"KBSM","640","Co59","0.026272495","KBSM"
"KBSM","641","Co59","0.023199093","KBSM"
"KBSM","642","Co59","0.028695938","KBSM"
"KBSM","643","Co59","0.032617767","KBSM"
"KBSM","644","Co59","0.029865177","KBSM"
"KBSM","645","Co59","*","KBSM"
"KBSM","647","Co59","*","KBSM"
"KBSM","648","Co59","0.020704029","KBSM"
"KBSM","649","Co59","0.034334171","KBSM"
"KBSM","652","Co59","0.020441731","KBSM"
"KBSM","654","Co59","0.031047447","KBSM"
"KBSM","655","Co59","0.018987714","KBSM"
"KBSM","656","Co59","0.046878409","KBSM"
"KBSM","657","Co59","0.028769123","KBSM"
"KBSM","658","Co59","0.023982041","KBSM"
"KBSM","660","Co59","0.038215332","KBSM"
"KBSM","661","Co59","0.019800689","KBSM"
"KBSM","663","Co59","0.022616977","KBSM"
"KBSM","664","Co59","0.020041588","KBSM"
"KBSM","666","Co59","0.029219717","KBSM"
"KBSM","667","Co59","0.020830266","KBSM"
"KBSM","668","Co59","0.018575686","KBSM"
"KBSM","669","Co59","0.035311929","KBSM"
"KBSM","670","Co59","0.038966137","KBSM"
"KBSM","671","Co59","*","KBSM"
"KBSM","672","Co59","0.027478345","KBSM"
"KBSM","673","Co59","0.036155453","KBSM"
"KBSM","674","Co59","0.027826778","KBSM"
"KBSM","675","Co59","0.073710882","KBSM"
"KBSM","677","Co59","*","KBSM"
"KBSM","679","Co59","0.028181723","KBSM"
"KBSM","680","Co59","0.019978082","KBSM"
"KBSM","681","Co59","0.024046424","KBSM"
"KBSM","682","Co59","0.019490872","KBSM"
"KBSM","683","Co59","0.021720657","KBSM"
"KBSM","684","Co59","0.017938362","KBSM"
"KBSM","685","Co59","0.019573257","KBSM"
"KBSM","686","Co59","0.022504532","KBSM"
"KBSM","689","Co59","*","KBSM"
"KBSM","690","Co59","0.02670411","KBSM"
"KBSM","691","Co59","0.02723895","KBSM"
"KBSM","692","Co59","0.024033631","KBSM"
"KBSM","693","Co59","0.030315661","KBSM"
"KBSM","694","Co59","0.02650749","KBSM"
"KBSM","695","Co59","0.046856793","KBSM"
"KBSM","696","Co59","0.022820437","KBSM"
"KBSM","697","Co59","0.024684026","KBSM"
"KBSM","698","Co59","0.015562836","KBSM"
"KBSM","699","Co59","0.037095813","KBSM"
"KBSM","700","Co59","0.024245652","KBSM"
"KBSM","702","Co59","*","KBSM"
"KBSM","703","Co59","0.052115511","KBSM"
"KBSM","704","Co59","0.042742932","KBSM"
"KBSM","705","Co59","0.04089363","KBSM"
"KBSM","706","Co59","0.031570666","KBSM"
"KBSM","707","Co59","*","KBSM"
"KBSM","708","Co59","*","KBSM"
"KBSM","710","Co59","0.023547424","KBSM"
"KBSM","711","Co59","0.029624611","KBSM"
"KBSM","712","Co59","0.038391195","KBSM"
"KBSM","713","Co59","0.07059522","KBSM"
"KBSM","714","Co59","*","KBSM"
"KBSM","715","Co59","0.019191767","KBSM"
"KBSM","716","Co59","0.030490085","KBSM"
"KBSM","718","Co59","*","KBSM"
"KBSM","719","Co59","0.018163321","KBSM"
"KBSM","720","Co59","0.018465086","KBSM"
"KBSM","721","Co59","0.055502502","KBSM"
"KBSM","722","Co59","0.033122843","KBSM"
"KBSM","723","Co59","*","KBSM"
"KBSM","724","Co59","0.031283185","KBSM"
"KBSM","725","Co59","0.031117251","KBSM"
"KBSM","726","Co59","0.029391007","KBSM"
"KBSM","729","Co59","0.024189945","KBSM"
"KBSM","730","Co59","0.023690602","KBSM"
"KBSM","731","Co59","0.021036344","KBSM"
"KBSM","732","Co59","0.026940363","KBSM"
"KBSM","733","Co59","0.036790647","KBSM"
"KBSM","734","Co59","0.025978454","KBSM"
"KBSM","735","Co59","0.022082853","KBSM"
"KBSM","736","Co59","0.031599845","KBSM"
"KBSM","737","Co59","0.020341048","KBSM"
"KBSM","738","Co59","0.045084155","KBSM"
"KBSM","739","Co59","0.035585659","KBSM"
"KBSM","740","Co59","0.022225481","KBSM"
"KBSM","742","Co59","0.032648155","KBSM"
"KBSM","743","Co59","0.030428975","KBSM"
"KBSM","744","Co59","0.043824742","KBSM"
"KBSM","745","Co59","0.025536748","KBSM"
"KBSM","746","Co59","0.041091586","KBSM"
"KBSM","748","Co59","*","KBSM"
"KBSM","749","Co59","0.021236229","KBSM"
"KBSM","750","Co59","0.019534102","KBSM"
"KBSM","751","Co59","0.016314122","KBSM"
"KBSM","752","Co59","0.030173922","KBSM"
"KBSM","753","Co59","0.066612743","KBSM"
"KBSM","755","Co59","0.032921231","KBSM"
"KBSM","756","Co59","0.038682119","KBSM"
"KBSM","757","Co59","0.028928135","KBSM"
"KBSM","758","Co59","0.06881733","KBSM"
"KBSM","759","Co59","0.020563501","KBSM"
"KBSM","760","Co59","0.05046474","KBSM"
"KBSM","761","Co59","0.021967876","KBSM"
"KBSM","762","Co59","0.031911841","KBSM"
"KBSM","763","Co59","0.029972592","KBSM"
"KBSM","764","Co59","0.027812972","KBSM"
"KBSM","765","Co59","0.019233301","KBSM"
"KBSM","766","Co59","0.026274588","KBSM"
"KBSM","767","Co59","0.02779292","KBSM"
"KBSM","768","Co59","0.03369203","KBSM"
"KBSM","769","Co59","*","KBSM"
"KBSM","770","Co59","0.032662187","KBSM"
"KBSM","771","Co59","0.017707135","KBSM"
"KBSM","772","Co59","0.022461628","KBSM"
"KBSM","773","Co59","0.032305853","KBSM"
"KBSM","774","Co59","0.027246996","KBSM"
"KBSM","775","Co59","0.034836955","KBSM"
"KBSM","776","Co59","0.020544419","KBSM"
"KBSM","777","Co59","0.03237977","KBSM"
"KBSM","778","Co59","0.020496751","KBSM"
"KBSM","779","Co59","0.023641877","KBSM"
"KBSM","780","Co59","0.025368571","KBSM"
"KBSM","781","Co59","*","KBSM"
"KBSM","782","Co59","0.018024846","KBSM"
"KBSM","783","Co59","0.030859587","KBSM"
"KBSM","784","Co59","0.050923126","KBSM"
"KBSM","785","Co59","0.018596501","KBSM"
"KBSM","786","Co59","0.021888715","KBSM"
"KBSM","787","Co59","0.049539761","KBSM"
"KBSM","788","Co59","0.045475684","KBSM"
"KBSM","789","Co59","0.021830425","KBSM"
"KBSM","790","Co59","0.047568641","KBSM"
"KBSM","792","Co59","0.028512357","KBSM"
"KBSM","794","Co59","0.025569294","KBSM"
"KBSM","795","Co59","0.015596253","KBSM"
"KBSM","796","Co59","*","KBSM"
"KBSM","797","Co59","0.028610002","KBSM"
"KBSM","799","Co59","*","KBSM"
"KBSM","800","Co59","0.025366743","KBSM"
"KBSM","801","Co59","0.026409127","KBSM"
"KBSM","802","Co59","0.042110656","KBSM"
"KBSM","803","Co59","0.042833429","KBSM"
"KBSM","804","Co59","0.037380872","KBSM"
"KBSM","805","Co59","0.018902295","KBSM"
"KBSM","806","Co59","0.022817659","KBSM"
"KBSM","808","Co59","0.017249872","KBSM"
"KBSM","809","Co59","0.028602774","KBSM"
"KBSM","810","Co59","0.026191801","KBSM"
"KBSM","811","Co59","0.020831177","KBSM"
"KBSM","812","Co59","0.037787486","KBSM"
"KBSM","813","Co59","0.024111537","KBSM"
"KBSM","814","Co59","0.023962153","KBSM"
"KBSM","815","Co59","0.027561087","KBSM"
"KBSM","816","Co59","0.027172211","KBSM"
"KBSM","817","Co59","*","KBSM"
"KBSM","818","Co59","0.027997149","KBSM"
"KBSM","819","Co59","0.02726675","KBSM"
"KBSM","820","Co59","0.036079999","KBSM"
"KBSM","821","Co59","0.034923086","KBSM"
"KBSM","822","Co59","0.03006479","KBSM"
"KBSM","823","Co59","0.032214407","KBSM"
"KBSM","824","Co59","0.032158867","KBSM"
"KBSM","825","Co59","0.041775095","KBSM"
"PKLE","1","Co59","0.059566854","PKLE"
"PKLE","2","Co59","0.070835314","PKLE"
"PKLE","3","Co59","0.068718879","PKLE"
"PKLE","4","Co59","0.089985765","PKLE"
"PKLE","5","Co59","0.05685141","PKLE"
"PKLE","7","Co59","0.046592018","PKLE"
"PKLE","8","Co59","0.042020976","PKLE"
"PKLE","9","Co59","0.063629702","PKLE"
"PKLE","10","Co59","0.043743682","PKLE"
"PKLE","11","Co59","0.170921857","PKLE"
"PKLE","12","Co59","0.090253384","PKLE"
"PKLE","13","Co59","0.193294403","PKLE"
"PKLE","14","Co59","0.075002578","PKLE"
"PKLE","15","Co59","0.096931659","PKLE"
"PKLE","16","Co59","0.061728645","PKLE"
"PKLE","17","Co59","0.070336411","PKLE"
"PKLE","18","Co59","0.080969085","PKLE"
"PKLE","19","Co59","0.070163115","PKLE"
"PKLE","20","Co59","0.072068941","PKLE"
"PKLE","21","Co59","*","PKLE"
"PKLE","22","Co59","0.177939137","PKLE"
"PKLE","23","Co59","0.030324141","PKLE"
"PKLE","24","Co59","*","PKLE"
"PKLE","25","Co59","0.067688916","PKLE"
"PKLE","26","Co59","0.089596373","PKLE"
"PKLE","27","Co59","*","PKLE"
"PKLE","28","Co59","0.047155158","PKLE"
"PKLE","29","Co59","0.051000851","PKLE"
"PKLE","30","Co59","0.03400746","PKLE"
"PKLE","31","Co59","*","PKLE"
"PKLE","32","Co59","0.046571153","PKLE"
"PKLE","33","Co59","0.066039599","PKLE"
"PKLE","34","Co59","0.064417269","PKLE"
"PKLE","35","Co59","0.070311311","PKLE"
"PKLE","36","Co59","0.086552677","PKLE"
"PKLE","37","Co59","*","PKLE"
"PKLE","38","Co59","0.044222718","PKLE"
"PKLE","39","Co59","0.048503492","PKLE"
"PKLE","40","Co59","0.067295597","PKLE"
"PKLE","41","Co59","0.046488404","PKLE"
"PKLE","42","Co59","0.079406147","PKLE"
"PKLE","43","Co59","0.085273514","PKLE"
"PKLE","44","Co59","0.061035994","PKLE"
"PKLE","46","Co59","0.105428307","PKLE"
"PKLE","48","Co59","0.054973657","PKLE"
"PKLE","49","Co59","*","PKLE"
"PKLE","50","Co59","*","PKLE"
"PKLE","52","Co59","0.119369776","PKLE"
"PKLE","53","Co59","0.052621027","PKLE"
"PKLE","54","Co59","0.076957359","PKLE"
"PKLE","55","Co59","0.170285316","PKLE"
"PKLE","56","Co59","0.059459459","PKLE"
"PKLE","57","Co59","*","PKLE"
"PKLE","58","Co59","0.06429909","PKLE"
"PKLE","59","Co59","*","PKLE"
"PKLE","60","Co59","*","PKLE"
"PKLE","61","Co59","0.034119369","PKLE"
"PKLE","62","Co59","0.10070485","PKLE"
"PKLE","63","Co59","0.047582684","PKLE"
"PKLE","64","Co59","*","PKLE"
"PKLE","65","Co59","0.053999849","PKLE"
"PKLE","66","Co59","0.100463702","PKLE"
"PKLE","67","Co59","0.03991137","PKLE"
"PKLE","68","Co59","0.079723843","PKLE"
"PKLE","69","Co59","0.033404005","PKLE"
"PKLE","70","Co59","0.050753901","PKLE"
"PKLE","72","Co59","0.07147866","PKLE"
"PKLE","73","Co59","*","PKLE"
"PKLE","74","Co59","0.09052305","PKLE"
"PKLE","75","Co59","*","PKLE"
"PKLE","76","Co59","0.070258693","PKLE"
"PKLE","77","Co59","0.047623293","PKLE"
"PKLE","78","Co59","0.049339926","PKLE"
"PKLE","79","Co59","0.086062534","PKLE"
"PKLE","80","Co59","0.073475483","PKLE"
"PKLE","81","Co59","0.146982436","PKLE"
"PKLE","83","Co59","0.109857201","PKLE"
"PKLE","84","Co59","0.10898223","PKLE"
"PKLE","85","Co59","0.128868522","PKLE"
"PKLE","86","Co59","0.056804569","PKLE"
"PKLE","87","Co59","0.054330012","PKLE"
"PKLE","88","Co59","*","PKLE"
"PKLE","89","Co59","0.059362576","PKLE"
"PKLE","90","Co59","0.035668698","PKLE"
"PKLE","91","Co59","0.219150289","PKLE"
"PKLE","93","Co59","0.052510134","PKLE"
"PKLE","94","Co59","*","PKLE"
"PKLE","95","Co59","0.108494186","PKLE"
"PKLE","96","Co59","*","PKLE"
"PKLE","97","Co59","0.044241682","PKLE"
"PKLE","99","Co59","0.079390976","PKLE"
"PKLE","100","Co59","0.072947915","PKLE"
"PKLE","101","Co59","0.04313337","PKLE"
"PKLE","103","Co59","*","PKLE"
"PKLE","104","Co59","0.076957425","PKLE"
"PKLE","105","Co59","0.062694506","PKLE"
"PKLE","106","Co59","0.045687684","PKLE"
"PKLE","107","Co59","0.118609154","PKLE"
"PKLE","110","Co59","0.059725099","PKLE"
"PKLE","111","Co59","0.044393659","PKLE"
"PKLE","112","Co59","0.073800818","PKLE"
"PKLE","113","Co59","0.070507939","PKLE"
"PKLE","114","Co59","0.053599246","PKLE"
"PKLE","115","Co59","0.08422435","PKLE"
"PKLE","116","Co59","*","PKLE"
"PKLE","117","Co59","0.061733302","PKLE"
"PKLE","118","Co59","0.037592863","PKLE"
"PKLE","119","Co59","0.081626665","PKLE"
"PKLE","120","Co59","*","PKLE"
"PKLE","122","Co59","0.065937082","PKLE"
"PKLE","123","Co59","0.056511124","PKLE"
"PKLE","125","Co59","0.056046168","PKLE"
"PKLE","126","Co59","0.125759023","PKLE"
"PKLE","127","Co59","0.037819262","PKLE"
"PKLE","128","Co59","0.052865786","PKLE"
"PKLE","130","Co59","0.069486577","PKLE"
"PKLE","131","Co59","0.085456467","PKLE"
"PKLE","132","Co59","*","PKLE"
"PKLE","134","Co59","0.058971449","PKLE"
"PKLE","135","Co59","0.052979761","PKLE"
"PKLE","136","Co59","*","PKLE"
"PKLE","137","Co59","0.052627369","PKLE"
"PKLE","138","Co59","0.048814757","PKLE"
"PKLE","139","Co59","0.111564312","PKLE"
"PKLE","142","Co59","0.056970037","PKLE"
"PKLE","143","Co59","0.057844975","PKLE"
"PKLE","144","Co59","0.102852685","PKLE"
"PKLE","145","Co59","0.081923573","PKLE"
"PKLE","146","Co59","0.079728853","PKLE"
"PKLE","147","Co59","*","PKLE"
"PKLE","148","Co59","0.047648518","PKLE"
"PKLE","150","Co59","0.168517791","PKLE"
"PKLE","151","Co59","*","PKLE"
"PKLE","152","Co59","*","PKLE"
"PKLE","153","Co59","0.045148755","PKLE"
"PKLE","154","Co59","*","PKLE"
"PKLE","155","Co59","0.043585091","PKLE"
"PKLE","156","Co59","0.034242987","PKLE"
"PKLE","157","Co59","0.033603331","PKLE"
"PKLE","158","Co59","0.049827614","PKLE"
"PKLE","159","Co59","*","PKLE"
"PKLE","161","Co59","0.062184331","PKLE"
"PKLE","163","Co59","*","PKLE"
"PKLE","164","Co59","*","PKLE"
"PKLE","166","Co59","0.059890907","PKLE"
"PKLE","167","Co59","0.052722807","PKLE"
"PKLE","168","Co59","0.070674933","PKLE"
"PKLE","169","Co59","0.05176305","PKLE"
"PKLE","170","Co59","0.089879902","PKLE"
"PKLE","171","Co59","0.05044412","PKLE"
"PKLE","172","Co59","*","PKLE"
"PKLE","173","Co59","0.166488181","PKLE"
"PKLE","174","Co59","0.148158569","PKLE"
"PKLE","175","Co59","0.069607381","PKLE"
"PKLE","176","Co59","0.079143518","PKLE"
"PKLE","177","Co59","0.066746796","PKLE"
"PKLE","178","Co59","0.082686157","PKLE"
"PKLE","180","Co59","*","PKLE"
"PKLE","181","Co59","*","PKLE"
"PKLE","182","Co59","0.046005181","PKLE"
"PKLE","184","Co59","0.059194783","PKLE"
"PKLE","185","Co59","0.085351592","PKLE"
"PKLE","186","Co59","*","PKLE"
"PKLE","187","Co59","0.060451135","PKLE"
"PKLE","188","Co59","0.07935571","PKLE"
"PKLE","189","Co59","0.159398947","PKLE"
"PKLE","190","Co59","*","PKLE"
"PKLE","191","Co59","0.050321925","PKLE"
"PKLE","192","Co59","*","PKLE"
"PKLE","193","Co59","0.036784304","PKLE"
"PKLE","194","Co59","0.054012874","PKLE"
"PKLE","195","Co59","0.062724187","PKLE"
"PKLE","196","Co59","*","PKLE"
"PKLE","197","Co59","0.100678566","PKLE"
"PKLE","198","Co59","0.071223856","PKLE"
"PKLE","199","Co59","0.043201405","PKLE"
"PKLE","200","Co59","0.077346346","PKLE"
"PKLE","201","Co59","0.096969664","PKLE"
"PKLE","203","Co59","0.055047827","PKLE"
"PKLE","204","Co59","0.075679901","PKLE"
"PKLE","205","Co59","*","PKLE"
"PKLE","207","Co59","0.089871651","PKLE"
"PKLE","208","Co59","0.067606125","PKLE"
"PKLE","209","Co59","0.060385569","PKLE"
"PKLE","210","Co59","0.193620584","PKLE"
"PKLE","211","Co59","0.150433839","PKLE"
"PKLE","212","Co59","*","PKLE"
"PKLE","213","Co59","0.26013693","PKLE"
"PKLE","214","Co59","0.038838215","PKLE"
"PKLE","215","Co59","0.059110025","PKLE"
"PKLE","216","Co59","0.059019089","PKLE"
"PKLE","217","Co59","0.047132007","PKLE"
"PKLE","218","Co59","0.047264563","PKLE"
"PKLE","219","Co59","*","PKLE"
"PKLE","220","Co59","0.033333891","PKLE"
"PKLE","221","Co59","0.063923062","PKLE"
"PKLE","222","Co59","0.045011351","PKLE"
"PKLE","223","Co59","*","PKLE"
"PKLE","224","Co59","0.051972766","PKLE"
"PKLE","225","Co59","0.035075074","PKLE"
"PKLE","226","Co59","0.091892917","PKLE"
"PKLE","227","Co59","0.087444221","PKLE"
"PKLE","228","Co59","0.052363755","PKLE"
"PKLE","229","Co59","0.06824247","PKLE"
"PKLE","230","Co59","0.132631071","PKLE"
"PKLE","231","Co59","0.06062067","PKLE"
"PKLE","232","Co59","0.045189419","PKLE"
"PKLE","233","Co59","*","PKLE"
"PKLE","234","Co59","0.065678423","PKLE"
"PKLE","235","Co59","*","PKLE"
"PKLE","236","Co59","0.060261781","PKLE"
"PKLE","237","Co59","0.072275943","PKLE"
"PKLE","238","Co59","*","PKLE"
"PKLE","239","Co59","0.074253057","PKLE"
"PKLE","240","Co59","*","PKLE"
"PKLE","241","Co59","*","PKLE"
"PKLE","242","Co59","0.046190762","PKLE"
"PKLE","243","Co59","0.033808526","PKLE"
"PKLE","244","Co59","0.050838677","PKLE"
"PKLE","245","Co59","0.172763445","PKLE"
"PKLE","246","Co59","0.054548816","PKLE"
"PKLE","247","Co59","0.132086719","PKLE"
"PKLE","248","Co59","0.047103858","PKLE"
"PKLE","249","Co59","0.045769499","PKLE"
"PKLE","250","Co59","0.081299078","PKLE"
"PKLE","251","Co59","*","PKLE"
"PKLE","252","Co59","0.083311743","PKLE"
"PKLE","253","Co59","*","PKLE"
"PKLE","254","Co59","0.117727117","PKLE"
"PKLE","255","Co59","0.066160476","PKLE"
"PKLE","256","Co59","*","PKLE"
"PKLE","257","Co59","0.063984085","PKLE"
"PKLE","258","Co59","*","PKLE"
"PKLE","259","Co59","0.061516481","PKLE"
"PKLE","260","Co59","0.047986262","PKLE"
"PKLE","261","Co59","0.030370837","PKLE"
"PKLE","262","Co59","*","PKLE"
"PKLE","263","Co59","*","PKLE"
"PKLE","264","Co59","0.12802661","PKLE"
"PKLE","265","Co59","0.047058427","PKLE"
"PKLE","267","Co59","0.06402887","PKLE"
"PKLE","268","Co59","*","PKLE"
"PKLE","269","Co59","*","PKLE"
"PKLE","270","Co59","0.039574643","PKLE"
"PKLE","271","Co59","*","PKLE"
"PKLE","272","Co59","0.053162691","PKLE"
"PKLE","273","Co59","0.0435063","PKLE"
"PKLE","274","Co59","0.03182081","PKLE"
"PKLE","275","Co59","0.065246128","PKLE"
"PKLE","276","Co59","*","PKLE"
"PKLE","277","Co59","0.067874531","PKLE"
"PKLE","278","Co59","*","PKLE"
"PKLE","279","Co59","0.051351113","PKLE"
"PKLE","281","Co59","0.059267465","PKLE"
"PKLE","282","Co59","*","PKLE"
"PKLE","283","Co59","*","PKLE"
"PKLE","284","Co59","0.03875227","PKLE"
"PKLE","285","Co59","*","PKLE"
"PKLE","286","Co59","0.040577145","PKLE"
"PKLE","287","Co59","0.066473735","PKLE"
"PKLE","288","Co59","*","PKLE"
"PKLE","289","Co59","0.04748747","PKLE"
"PKLE","292","Co59","0.051022727","PKLE"
"PKLE","293","Co59","0.043153146","PKLE"
"PKLE","294","Co59","0.088577502","PKLE"
"PKLE","296","Co59","0.055872727","PKLE"
"PKLE","297","Co59","0.049140918","PKLE"
"PKLE","298","Co59","*","PKLE"
"PKLE","299","Co59","0.039948033","PKLE"
"PKLE","300","Co59","0.095952827","PKLE"
"PKLE","301","Co59","0.216396146","PKLE"
"PKLE","302","Co59","0.086392124","PKLE"
"PKLE","303","Co59","0.043854959","PKLE"
"PKLE","304","Co59","0.071637692","PKLE"
"PKLE","305","Co59","0.213126327","PKLE"
"PKLE","306","Co59","0.186553447","PKLE"
"PKLE","307","Co59","0.043192651","PKLE"
"PKLE","308","Co59","0.100892029","PKLE"
"PKLE","310","Co59","0.080384047","PKLE"
"PKLE","311","Co59","0.256718611","PKLE"
"PKLE","312","Co59","0.022443303","PKLE"
"PKLE","313","Co59","0.055319223","PKLE"
"PKLE","314","Co59","0.041672481","PKLE"
"PKLE","315","Co59","0.043954627","PKLE"
"PKLE","317","Co59","0.079762992","PKLE"
"PKLE","318","Co59","0.052159859","PKLE"
"PKLE","319","Co59","*","PKLE"
"PKLE","320","Co59","0.063982264","PKLE"
"PKLE","322","Co59","0.042294593","PKLE"
"PKLE","323","Co59","0.042262775","PKLE"
"PKLE","324","Co59","0.050009857","PKLE"
"PKLE","325","Co59","0.040854041","PKLE"
"PKLE","326","Co59","*","PKLE"
"PKLE","328","Co59","0.039490893","PKLE"
"PKLE","330","Co59","0.100113962","PKLE"
"PKLE","332","Co59","0.043718467","PKLE"
"PKLE","333","Co59","0.033451115","PKLE"
"PKLE","334","Co59","0.182923697","PKLE"
"PKLE","335","Co59","0.040487494","PKLE"
"PKLE","336","Co59","0.034314505","PKLE"
"PKLE","337","Co59","0.114362213","PKLE"
"PKLE","338","Co59","0.048124005","PKLE"
"PKLE","339","Co59","0.030197811","PKLE"
"PKLE","340","Co59","0.069482454","PKLE"
"PKLE","341","Co59","0.048652681","PKLE"
"PKLE","342","Co59","0.067514613","PKLE"
"PKLE","343","Co59","0.070783833","PKLE"
"PKLE","345","Co59","0.077405217","PKLE"
"PKLE","346","Co59","0.064399078","PKLE"
"PKLE","347","Co59","0.076237362","PKLE"
"PKLE","349","Co59","0.070179241","PKLE"
"PKLE","350","Co59","0.075019486","PKLE"
"PKLE","352","Co59","0.075013136","PKLE"
"PKLE","353","Co59","0.034760195","PKLE"
"PKLE","354","Co59","0.102639546","PKLE"
"PKLE","356","Co59","0.070926751","PKLE"
"PKLE","358","Co59","0.06519565","PKLE"
"PKLE","359","Co59","*","PKLE"
"PKLE","360","Co59","*","PKLE"
"PKLE","361","Co59","0.086379252","PKLE"
"PKLE","363","Co59","*","PKLE"
"PKLE","364","Co59","0.081429759","PKLE"
"PKLE","365","Co59","0.080500154","PKLE"
"PKLE","366","Co59","0.058169485","PKLE"
"PKLE","367","Co59","0.042823094","PKLE"
"PKLE","368","Co59","0.045399841","PKLE"
"PKLE","369","Co59","0.069148335","PKLE"
"PKLE","370","Co59","0.06678605","PKLE"
"PKLE","371","Co59","0.056928423","PKLE"
"PKLE","372","Co59","0.069157153","PKLE"
"PKLE","373","Co59","0.060357749","PKLE"
"PKLE","374","Co59","0.083471406","PKLE"
"PKLE","375","Co59","0.07768355","PKLE"
"PKLE","377","Co59","*","PKLE"
"PKLE","378","Co59","0.053923534","PKLE"
"PKLE","379","Co59","0.121126535","PKLE"
"PKLE","380","Co59","0.067131607","PKLE"
"PKLE","381","Co59","0.064064308","PKLE"
"PKLE","382","Co59","0.05440787","PKLE"
"PKLE","383","Co59","0.039790764","PKLE"
"PKLE","384","Co59","*","PKLE"
"PKLE","386","Co59","0.087413525","PKLE"
"PKLE","388","Co59","0.05041547","PKLE"
"PKLE","389","Co59","0.045611954","PKLE"
"PKLE","390","Co59","0.048027346","PKLE"
"PKLE","391","Co59","0.141005131","PKLE"
"PKLE","392","Co59","0.082719257","PKLE"
"PKLE","393","Co59","0.097951132","PKLE"
"PKLE","394","Co59","*","PKLE"
"PKLE","395","Co59","0.055156166","PKLE"
"PKLE","396","Co59","0.071219992","PKLE"
"PKLE","397","Co59","0.063498001","PKLE"
