"SITE","LINE","traits","Cd111","SITE2"
"KBSM","460","Cd111","0.01799372","KBSM"
"KBSM","461","Cd111","0.040690594","KBSM"
"KBSM","462","Cd111","0.063206384","KBSM"
"KBSM","463","Cd111","0.033423928","KBSM"
"KBSM","464","Cd111","0.008922446","KBSM"
"KBSM","465","Cd111","0.0171977445","KBSM"
"KBSM","466","Cd111","0.022114531","KBSM"
"KBSM","467","Cd111","0.017267772","KBSM"
"KBSM","468","Cd111","0.014663926","KBSM"
"KBSM","469","Cd111","0.018483284","KBSM"
"KBSM","470","Cd111","0.05942939","KBSM"
"KBSM","471","Cd111","0.059411091","KBSM"
"KBSM","472","Cd111","0.024906503","KBSM"
"KBSM","473","Cd111","0.03450641","KBSM"
"KBSM","474","Cd111","*","KBSM"
"KBSM","475","Cd111","*","KBSM"
"KBSM","476","Cd111","0.057830515","KBSM"
"KBSM","477","Cd111","0.015693698","KBSM"
"KBSM","479","Cd111","0.05277757","KBSM"
"KBSM","480","Cd111","0.038220675","KBSM"
"KBSM","482","Cd111","*","KBSM"
"KBSM","483","Cd111","0.027582417","KBSM"
"KBSM","484","Cd111","0.011142259","KBSM"
"KBSM","485","Cd111","0.029576106","KBSM"
"KBSM","486","Cd111","*","KBSM"
"KBSM","487","Cd111","0.060742245","KBSM"
"KBSM","488","Cd111","0.013818759","KBSM"
"KBSM","489","Cd111","0.022953861","KBSM"
"KBSM","491","Cd111","0.016791586","KBSM"
"KBSM","492","Cd111","0.024879307","KBSM"
"KBSM","493","Cd111","0.051904881","KBSM"
"KBSM","494","Cd111","0.018902294","KBSM"
"KBSM","495","Cd111","0.018723172","KBSM"
"KBSM","496","Cd111","0.056204812","KBSM"
"KBSM","497","Cd111","0.021838613","KBSM"
"KBSM","498","Cd111","0.019459766","KBSM"
"KBSM","499","Cd111","*","KBSM"
"KBSM","500","Cd111","0.039529968","KBSM"
"KBSM","501","Cd111","0.027566","KBSM"
"KBSM","502","Cd111","*","KBSM"
"KBSM","503","Cd111","0.029969614","KBSM"
"KBSM","504","Cd111","*","KBSM"
"KBSM","505","Cd111","0.019394135","KBSM"
"KBSM","506","Cd111","0.045270724","KBSM"
"KBSM","507","Cd111","0.03189677","KBSM"
"KBSM","508","Cd111","0.043152504","KBSM"
"KBSM","511","Cd111","0.045237178","KBSM"
"KBSM","512","Cd111","0.026539768","KBSM"
"KBSM","513","Cd111","*","KBSM"
"KBSM","514","Cd111","*","KBSM"
"KBSM","515","Cd111","0.01237998","KBSM"
"KBSM","516","Cd111","0.031108967","KBSM"
"KBSM","518","Cd111","*","KBSM"
"KBSM","519","Cd111","*","KBSM"
"KBSM","520","Cd111","0.059616222","KBSM"
"KBSM","521","Cd111","0.038897685","KBSM"
"KBSM","522","Cd111","0.009298087","KBSM"
"KBSM","523","Cd111","0.060918095","KBSM"
"KBSM","524","Cd111","0.019362208","KBSM"
"KBSM","525","Cd111","0.012593655","KBSM"
"KBSM","526","Cd111","0.012560566","KBSM"
"KBSM","527","Cd111","0.036522408","KBSM"
"KBSM","529","Cd111","*","KBSM"
"KBSM","530","Cd111","0.019596696","KBSM"
"KBSM","531","Cd111","0.015280816","KBSM"
"KBSM","532","Cd111","0.04757603","KBSM"
"KBSM","533","Cd111","0.011883067","KBSM"
"KBSM","534","Cd111","0.0479976","KBSM"
"KBSM","535","Cd111","0.007613231","KBSM"
"KBSM","536","Cd111","0.039373354","KBSM"
"KBSM","537","Cd111","0.017607087","KBSM"
"KBSM","539","Cd111","0.016661124","KBSM"
"KBSM","540","Cd111","0.010674317","KBSM"
"KBSM","541","Cd111","0.017191079","KBSM"
"KBSM","542","Cd111","0.012231287","KBSM"
"KBSM","544","Cd111","0.033296399","KBSM"
"KBSM","545","Cd111","0.018660455","KBSM"
"KBSM","546","Cd111","0.017402888","KBSM"
"KBSM","547","Cd111","0.06336305","KBSM"
"KBSM","548","Cd111","0.021964013","KBSM"
"KBSM","549","Cd111","0.006864506","KBSM"
"KBSM","551","Cd111","*","KBSM"
"KBSM","552","Cd111","0.020553422","KBSM"
"KBSM","553","Cd111","0.022076258","KBSM"
"KBSM","555","Cd111","0.024441648","KBSM"
"KBSM","556","Cd111","*","KBSM"
"KBSM","557","Cd111","0.013775092","KBSM"
"KBSM","558","Cd111","0.04586449","KBSM"
"KBSM","559","Cd111","0.032455785","KBSM"
"KBSM","560","Cd111","0.051032388","KBSM"
"KBSM","562","Cd111","0.0623214","KBSM"
"KBSM","563","Cd111","0.073445146","KBSM"
"KBSM","564","Cd111","*","KBSM"
"KBSM","565","Cd111","0.052059762","KBSM"
"KBSM","566","Cd111","0.052423254","KBSM"
"KBSM","567","Cd111","0.034794221","KBSM"
"KBSM","569","Cd111","0.039955684","KBSM"
"KBSM","570","Cd111","0.038223395","KBSM"
"KBSM","571","Cd111","0.045858486","KBSM"
"KBSM","572","Cd111","0.053149022","KBSM"
"KBSM","573","Cd111","0.03474464","KBSM"
"KBSM","574","Cd111","0.026024835","KBSM"
"KBSM","576","Cd111","0.025895717","KBSM"
"KBSM","577","Cd111","0.060973183","KBSM"
"KBSM","578","Cd111","0.029801268","KBSM"
"KBSM","579","Cd111","0.034421866","KBSM"
"KBSM","580","Cd111","0.022675744","KBSM"
"KBSM","581","Cd111","0.024767612","KBSM"
"KBSM","583","Cd111","*","KBSM"
"KBSM","584","Cd111","0.016449195","KBSM"
"KBSM","585","Cd111","0.011548453","KBSM"
"KBSM","586","Cd111","0.045746498","KBSM"
"KBSM","588","Cd111","0.027089624","KBSM"
"KBSM","589","Cd111","0.039174143","KBSM"
"KBSM","592","Cd111","0.039661618","KBSM"
"KBSM","593","Cd111","0.065026167","KBSM"
"KBSM","594","Cd111","0.031675939","KBSM"
"KBSM","595","Cd111","0.034632825","KBSM"
"KBSM","596","Cd111","0.033763117","KBSM"
"KBSM","597","Cd111","0.006779715","KBSM"
"KBSM","598","Cd111","0.052357082","KBSM"
"KBSM","599","Cd111","*","KBSM"
"KBSM","600","Cd111","0.024186282","KBSM"
"KBSM","601","Cd111","0.024717342","KBSM"
"KBSM","602","Cd111","*","KBSM"
"KBSM","603","Cd111","*","KBSM"
"KBSM","604","Cd111","*","KBSM"
"KBSM","605","Cd111","0.029945267","KBSM"
"KBSM","606","Cd111","0.027223705","KBSM"
"KBSM","608","Cd111","0.073182626","KBSM"
"KBSM","609","Cd111","0.029037137","KBSM"
"KBSM","610","Cd111","0.025780901","KBSM"
"KBSM","611","Cd111","0.021937706","KBSM"
"KBSM","612","Cd111","0.009262707","KBSM"
"KBSM","613","Cd111","0.042754344","KBSM"
"KBSM","614","Cd111","0.018722422","KBSM"
"KBSM","618","Cd111","0.01868831","KBSM"
"KBSM","619","Cd111","0.006474881","KBSM"
"KBSM","620","Cd111","0.02619549","KBSM"
"KBSM","621","Cd111","0.038966007","KBSM"
"KBSM","622","Cd111","0.036530767","KBSM"
"KBSM","624","Cd111","*","KBSM"
"KBSM","625","Cd111","0.014251371","KBSM"
"KBSM","627","Cd111","0.035219245","KBSM"
"KBSM","628","Cd111","0.009617111","KBSM"
"KBSM","629","Cd111","0.011969606","KBSM"
"KBSM","630","Cd111","0.06819916","KBSM"
"KBSM","632","Cd111","0.009012973","KBSM"
"KBSM","633","Cd111","0.026711302","KBSM"
"KBSM","634","Cd111","0.031251731","KBSM"
"KBSM","635","Cd111","0.014539234","KBSM"
"KBSM","636","Cd111","0.019990121","KBSM"
"KBSM","637","Cd111","0.070621485","KBSM"
"KBSM","638","Cd111","0.017489972","KBSM"
"KBSM","639","Cd111","0.023402433","KBSM"
"KBSM","640","Cd111","0.051821483","KBSM"
"KBSM","641","Cd111","0.026571817","KBSM"
"KBSM","642","Cd111","0.018302691","KBSM"
"KBSM","643","Cd111","0.015491818","KBSM"
"KBSM","644","Cd111","0.019621894","KBSM"
"KBSM","645","Cd111","*","KBSM"
"KBSM","647","Cd111","*","KBSM"
"KBSM","648","Cd111","0.054456099","KBSM"
"KBSM","649","Cd111","0.035198888","KBSM"
"KBSM","652","Cd111","0.008449105","KBSM"
"KBSM","654","Cd111","0.025345585","KBSM"
"KBSM","655","Cd111","0.003560252","KBSM"
"KBSM","656","Cd111","0.026755586","KBSM"
"KBSM","657","Cd111","0.024209091","KBSM"
"KBSM","658","Cd111","0.041876229","KBSM"
"KBSM","660","Cd111","0.034715","KBSM"
"KBSM","661","Cd111","0.029066865","KBSM"
"KBSM","663","Cd111","0.019222121","KBSM"
"KBSM","664","Cd111","0.038536949","KBSM"
"KBSM","666","Cd111","0.039681533","KBSM"
"KBSM","667","Cd111","0.010250079","KBSM"
"KBSM","668","Cd111","0.036436916","KBSM"
"KBSM","669","Cd111","0.014103344","KBSM"
"KBSM","670","Cd111","0.022483229","KBSM"
"KBSM","671","Cd111","*","KBSM"
"KBSM","672","Cd111","0.021881752","KBSM"
"KBSM","673","Cd111","0.021976392","KBSM"
"KBSM","674","Cd111","0.020060658","KBSM"
"KBSM","675","Cd111","0.015233642","KBSM"
"KBSM","677","Cd111","*","KBSM"
"KBSM","679","Cd111","0.012033681","KBSM"
"KBSM","680","Cd111","0.049476683","KBSM"
"KBSM","681","Cd111","0.063233103","KBSM"
"KBSM","682","Cd111","0.015834294","KBSM"
"KBSM","683","Cd111","0.036794244","KBSM"
"KBSM","684","Cd111","0.01729683","KBSM"
"KBSM","685","Cd111","0.025337495","KBSM"
"KBSM","686","Cd111","0.031680626","KBSM"
"KBSM","689","Cd111","*","KBSM"
"KBSM","690","Cd111","0.03348963","KBSM"
"KBSM","691","Cd111","0.022481726","KBSM"
"KBSM","692","Cd111","0.031083599","KBSM"
"KBSM","693","Cd111","0.018111769","KBSM"
"KBSM","694","Cd111","0.072778623","KBSM"
"KBSM","695","Cd111","0.015672147","KBSM"
"KBSM","696","Cd111","0.054384988","KBSM"
"KBSM","697","Cd111","0.016155268","KBSM"
"KBSM","698","Cd111","0.028322061","KBSM"
"KBSM","699","Cd111","0.025744928","KBSM"
"KBSM","700","Cd111","0.019189713","KBSM"
"KBSM","702","Cd111","*","KBSM"
"KBSM","703","Cd111","0.032821396","KBSM"
"KBSM","704","Cd111","*","KBSM"
"KBSM","705","Cd111","0.033172793","KBSM"
"KBSM","706","Cd111","0.025177071","KBSM"
"KBSM","707","Cd111","*","KBSM"
"KBSM","708","Cd111","*","KBSM"
"KBSM","710","Cd111","0.021186992","KBSM"
"KBSM","711","Cd111","0.029016924","KBSM"
"KBSM","712","Cd111","0.012356359","KBSM"
"KBSM","713","Cd111","0.014473258","KBSM"
"KBSM","714","Cd111","*","KBSM"
"KBSM","715","Cd111","0.026054182","KBSM"
"KBSM","716","Cd111","0.031227381","KBSM"
"KBSM","718","Cd111","*","KBSM"
"KBSM","719","Cd111","0.021079516","KBSM"
"KBSM","720","Cd111","0.013441997","KBSM"
"KBSM","721","Cd111","0.052932445","KBSM"
"KBSM","722","Cd111","0.011675237","KBSM"
"KBSM","723","Cd111","*","KBSM"
"KBSM","724","Cd111","0.022378168","KBSM"
"KBSM","725","Cd111","0.020735523","KBSM"
"KBSM","726","Cd111","0.013343603","KBSM"
"KBSM","729","Cd111","0.0469019","KBSM"
"KBSM","730","Cd111","0.040105752","KBSM"
"KBSM","731","Cd111","0.042215575","KBSM"
"KBSM","732","Cd111","0.027534117","KBSM"
"KBSM","733","Cd111","0.068567948","KBSM"
"KBSM","734","Cd111","*","KBSM"
"KBSM","735","Cd111","0.042694744","KBSM"
"KBSM","736","Cd111","0.048766372","KBSM"
"KBSM","737","Cd111","0.019498261","KBSM"
"KBSM","738","Cd111","0.073742318","KBSM"
"KBSM","739","Cd111","0.017000626","KBSM"
"KBSM","740","Cd111","0.009083297","KBSM"
"KBSM","742","Cd111","0.0221848","KBSM"
"KBSM","743","Cd111","0.015996755","KBSM"
"KBSM","744","Cd111","0.063944603","KBSM"
"KBSM","745","Cd111","0.031512619","KBSM"
"KBSM","746","Cd111","0.0265475","KBSM"
"KBSM","748","Cd111","0.007866965","KBSM"
"KBSM","749","Cd111","0.07039031","KBSM"
"KBSM","750","Cd111","0.040505064","KBSM"
"KBSM","751","Cd111","0.013546486","KBSM"
"KBSM","752","Cd111","0.019115757","KBSM"
"KBSM","753","Cd111","0.014129889","KBSM"
"KBSM","755","Cd111","0.022137692","KBSM"
"KBSM","756","Cd111","0.012153088","KBSM"
"KBSM","757","Cd111","0.035183228","KBSM"
"KBSM","758","Cd111","0.048383001","KBSM"
"KBSM","759","Cd111","0.020410473","KBSM"
"KBSM","760","Cd111","0.021671425","KBSM"
"KBSM","761","Cd111","0.008320419","KBSM"
"KBSM","762","Cd111","0.006772401","KBSM"
"KBSM","763","Cd111","0.007479789","KBSM"
"KBSM","764","Cd111","0.048633549","KBSM"
"KBSM","765","Cd111","0.007688617","KBSM"
"KBSM","766","Cd111","0.014244796","KBSM"
"KBSM","767","Cd111","0.052181404","KBSM"
"KBSM","768","Cd111","0.009479319","KBSM"
"KBSM","769","Cd111","*","KBSM"
"KBSM","770","Cd111","0.024408345","KBSM"
"KBSM","771","Cd111","0.022401044","KBSM"
"KBSM","772","Cd111","0.027208294","KBSM"
"KBSM","773","Cd111","0.015331548","KBSM"
"KBSM","774","Cd111","0.034394307","KBSM"
"KBSM","775","Cd111","0.038492663","KBSM"
"KBSM","776","Cd111","0.043603354","KBSM"
"KBSM","777","Cd111","0.014255231","KBSM"
"KBSM","778","Cd111","0.014414328","KBSM"
"KBSM","779","Cd111","0.031606634","KBSM"
"KBSM","780","Cd111","0.044098995","KBSM"
"KBSM","781","Cd111","*","KBSM"
"KBSM","782","Cd111","0.029562299","KBSM"
"KBSM","783","Cd111","0.022134291","KBSM"
"KBSM","784","Cd111","0.025134393","KBSM"
"KBSM","785","Cd111","0.024697235","KBSM"
"KBSM","786","Cd111","0.020662892","KBSM"
"KBSM","787","Cd111","0.01759019","KBSM"
"KBSM","788","Cd111","0.031141806","KBSM"
"KBSM","789","Cd111","*","KBSM"
"KBSM","790","Cd111","0.033174644","KBSM"
"KBSM","792","Cd111","0.022859262","KBSM"
"KBSM","794","Cd111","0.014179154","KBSM"
"KBSM","795","Cd111","0.020733904","KBSM"
"KBSM","796","Cd111","*","KBSM"
"KBSM","797","Cd111","0.034700064","KBSM"
"KBSM","799","Cd111","*","KBSM"
"KBSM","800","Cd111","0.015608739","KBSM"
"KBSM","801","Cd111","0.021593571","KBSM"
"KBSM","802","Cd111","0.01057908","KBSM"
"KBSM","803","Cd111","0.04789491","KBSM"
"KBSM","804","Cd111","0.031862978","KBSM"
"KBSM","805","Cd111","0.021026977","KBSM"
"KBSM","806","Cd111","0.016290994","KBSM"
"KBSM","808","Cd111","0.011931132","KBSM"
"KBSM","809","Cd111","0.019324145","KBSM"
"KBSM","810","Cd111","0.043664961","KBSM"
"KBSM","811","Cd111","0.077317107","KBSM"
"KBSM","812","Cd111","0.019919019","KBSM"
"KBSM","813","Cd111","0.031158181","KBSM"
"KBSM","814","Cd111","0.013310511","KBSM"
"KBSM","815","Cd111","0.076013072","KBSM"
"KBSM","816","Cd111","0.017527503","KBSM"
"KBSM","818","Cd111","0.066800026","KBSM"
"KBSM","819","Cd111","0.027707321","KBSM"
"KBSM","820","Cd111","0.009071067","KBSM"
"KBSM","821","Cd111","0.017301","KBSM"
"KBSM","822","Cd111","0.023730444","KBSM"
"KBSM","823","Cd111","0.002814564","KBSM"
"KBSM","824","Cd111","0.0280174035","KBSM"
"KBSM","825","Cd111","0.019669569","KBSM"
"PKLE","1","Cd111","0.001688158","PKLE"
"PKLE","2","Cd111","0.002364223","PKLE"
"PKLE","3","Cd111","0.005359117","PKLE"
"PKLE","4","Cd111","0.008259186","PKLE"
"PKLE","5","Cd111","0.003799319","PKLE"
"PKLE","7","Cd111","0.002095902","PKLE"
"PKLE","8","Cd111","0.00253149","PKLE"
"PKLE","9","Cd111","0.002178656","PKLE"
"PKLE","10","Cd111","0.003180063","PKLE"
"PKLE","11","Cd111","0.002762612","PKLE"
"PKLE","12","Cd111","0.003256214","PKLE"
"PKLE","13","Cd111","0.0005416","PKLE"
"PKLE","14","Cd111","0.002876633","PKLE"
"PKLE","15","Cd111","0.003423958","PKLE"
"PKLE","16","Cd111","0.002322268","PKLE"
"PKLE","17","Cd111","0.003092876","PKLE"
"PKLE","18","Cd111","0.004587645","PKLE"
"PKLE","19","Cd111","0.001844163","PKLE"
"PKLE","20","Cd111","0.001983929","PKLE"
"PKLE","21","Cd111","*","PKLE"
"PKLE","22","Cd111","0.001870076","PKLE"
"PKLE","23","Cd111","0.001765664","PKLE"
"PKLE","24","Cd111","*","PKLE"
"PKLE","25","Cd111","0.002244204","PKLE"
"PKLE","26","Cd111","0.001561407","PKLE"
"PKLE","27","Cd111","*","PKLE"
"PKLE","28","Cd111","0.001563873","PKLE"
"PKLE","29","Cd111","0.001439643","PKLE"
"PKLE","30","Cd111","0.002866182","PKLE"
"PKLE","31","Cd111","0.002550152","PKLE"
"PKLE","32","Cd111","0.002893107","PKLE"
"PKLE","33","Cd111","0.002606128","PKLE"
"PKLE","34","Cd111","0.002200493","PKLE"
"PKLE","35","Cd111","0.001381594","PKLE"
"PKLE","36","Cd111","0.005291756","PKLE"
"PKLE","37","Cd111","0.013744525","PKLE"
"PKLE","38","Cd111","0.002596819","PKLE"
"PKLE","39","Cd111","0.002499173","PKLE"
"PKLE","40","Cd111","0.001259843","PKLE"
"PKLE","41","Cd111","0.001712927","PKLE"
"PKLE","42","Cd111","0.003153232","PKLE"
"PKLE","43","Cd111","0.036143435","PKLE"
"PKLE","44","Cd111","0.006118779","PKLE"
"PKLE","46","Cd111","0.005636074","PKLE"
"PKLE","48","Cd111","0.002706962","PKLE"
"PKLE","49","Cd111","*","PKLE"
"PKLE","50","Cd111","*","PKLE"
"PKLE","52","Cd111","0.007957786","PKLE"
"PKLE","53","Cd111","0.002439222","PKLE"
"PKLE","54","Cd111","0.003474218","PKLE"
"PKLE","55","Cd111","0.001492129","PKLE"
"PKLE","56","Cd111","0.002751248","PKLE"
"PKLE","57","Cd111","*","PKLE"
"PKLE","58","Cd111","0.0013177","PKLE"
"PKLE","59","Cd111","*","PKLE"
"PKLE","60","Cd111","*","PKLE"
"PKLE","61","Cd111","0.0020793","PKLE"
"PKLE","62","Cd111","0.006146083","PKLE"
"PKLE","63","Cd111","0.001806379","PKLE"
"PKLE","64","Cd111","*","PKLE"
"PKLE","65","Cd111","0.003116558","PKLE"
"PKLE","66","Cd111","0.001342648","PKLE"
"PKLE","67","Cd111","0.003708002","PKLE"
"PKLE","68","Cd111","0.005133103","PKLE"
"PKLE","69","Cd111","0.00179867","PKLE"
"PKLE","70","Cd111","0.000832561","PKLE"
"PKLE","71","Cd111","*","PKLE"
"PKLE","72","Cd111","0.001533445","PKLE"
"PKLE","73","Cd111","0.004362239","PKLE"
"PKLE","74","Cd111","0.003895907","PKLE"
"PKLE","75","Cd111","*","PKLE"
"PKLE","76","Cd111","0.001210894","PKLE"
"PKLE","77","Cd111","0.003596817","PKLE"
"PKLE","78","Cd111","0.001416796","PKLE"
"PKLE","79","Cd111","0.00289224","PKLE"
"PKLE","80","Cd111","0.003593888","PKLE"
"PKLE","81","Cd111","0.00131391","PKLE"
"PKLE","83","Cd111","0.005485266","PKLE"
"PKLE","84","Cd111","0.000565604","PKLE"
"PKLE","85","Cd111","0.004111642","PKLE"
"PKLE","86","Cd111","0.001089545","PKLE"
"PKLE","87","Cd111","0.00379994","PKLE"
"PKLE","88","Cd111","*","PKLE"
"PKLE","89","Cd111","0.004927042","PKLE"
"PKLE","90","Cd111","0.003433377","PKLE"
"PKLE","91","Cd111","0.006524092","PKLE"
"PKLE","93","Cd111","0.002089161","PKLE"
"PKLE","94","Cd111","*","PKLE"
"PKLE","95","Cd111","0.001927294","PKLE"
"PKLE","96","Cd111","*","PKLE"
"PKLE","97","Cd111","0.003931616","PKLE"
"PKLE","99","Cd111","0.002250555","PKLE"
"PKLE","100","Cd111","0.005584602","PKLE"
"PKLE","101","Cd111","0.002342997","PKLE"
"PKLE","102","Cd111","*","PKLE"
"PKLE","103","Cd111","*","PKLE"
"PKLE","104","Cd111","0.004476415","PKLE"
"PKLE","105","Cd111","0.001333688","PKLE"
"PKLE","106","Cd111","0.003802444","PKLE"
"PKLE","107","Cd111","0.003019975","PKLE"
"PKLE","110","Cd111","0.000250497","PKLE"
"PKLE","111","Cd111","0.001984265","PKLE"
"PKLE","112","Cd111","0.002641094","PKLE"
"PKLE","113","Cd111","0.004131826","PKLE"
"PKLE","114","Cd111","0.001930617","PKLE"
"PKLE","115","Cd111","0.000810283","PKLE"
"PKLE","116","Cd111","*","PKLE"
"PKLE","117","Cd111","0.00438058","PKLE"
"PKLE","118","Cd111","0.003981199","PKLE"
"PKLE","119","Cd111","0.000516455","PKLE"
"PKLE","120","Cd111","*","PKLE"
"PKLE","122","Cd111","0.001699416","PKLE"
"PKLE","123","Cd111","0.002498288","PKLE"
"PKLE","125","Cd111","0.00329193","PKLE"
"PKLE","126","Cd111","0.005111381","PKLE"
"PKLE","127","Cd111","0.004474106","PKLE"
"PKLE","128","Cd111","0.001148083","PKLE"
"PKLE","130","Cd111","0.006904937","PKLE"
"PKLE","131","Cd111","0.002030808","PKLE"
"PKLE","132","Cd111","*","PKLE"
"PKLE","134","Cd111","0.001727768","PKLE"
"PKLE","135","Cd111","0.003198664","PKLE"
"PKLE","136","Cd111","*","PKLE"
"PKLE","137","Cd111","0.001452027","PKLE"
"PKLE","138","Cd111","0.002216356","PKLE"
"PKLE","139","Cd111","0.004941875","PKLE"
"PKLE","141","Cd111","*","PKLE"
"PKLE","142","Cd111","0.008006134","PKLE"
"PKLE","143","Cd111","0.000958316","PKLE"
"PKLE","144","Cd111","0.003301125","PKLE"
"PKLE","145","Cd111","0.004478678","PKLE"
"PKLE","146","Cd111","0.002790817","PKLE"
"PKLE","147","Cd111","*","PKLE"
"PKLE","148","Cd111","0.00070069","PKLE"
"PKLE","150","Cd111","0.004016203","PKLE"
"PKLE","151","Cd111","0.002412345","PKLE"
"PKLE","152","Cd111","*","PKLE"
"PKLE","153","Cd111","0.000711172","PKLE"
"PKLE","154","Cd111","0.000486047","PKLE"
"PKLE","155","Cd111","0.002203976","PKLE"
"PKLE","156","Cd111","0.005472142","PKLE"
"PKLE","157","Cd111","0.002118759","PKLE"
"PKLE","158","Cd111","0.002418304","PKLE"
"PKLE","159","Cd111","*","PKLE"
"PKLE","161","Cd111","0.001574257","PKLE"
"PKLE","163","Cd111","*","PKLE"
"PKLE","164","Cd111","0.001470146","PKLE"
"PKLE","166","Cd111","0.001750953","PKLE"
"PKLE","167","Cd111","0.002187717","PKLE"
"PKLE","168","Cd111","0.001235047","PKLE"
"PKLE","169","Cd111","0.001971178","PKLE"
"PKLE","170","Cd111","0.006023325","PKLE"
"PKLE","171","Cd111","0.000953321","PKLE"
"PKLE","172","Cd111","0.001186969","PKLE"
"PKLE","173","Cd111","0.002232987","PKLE"
"PKLE","174","Cd111","0.004136482","PKLE"
"PKLE","175","Cd111","0.003451935","PKLE"
"PKLE","176","Cd111","0.004859832","PKLE"
"PKLE","177","Cd111","0.002363008","PKLE"
"PKLE","178","Cd111","0.00114164","PKLE"
"PKLE","179","Cd111","*","PKLE"
"PKLE","180","Cd111","*","PKLE"
"PKLE","181","Cd111","*","PKLE"
"PKLE","182","Cd111","0.001139336","PKLE"
"PKLE","184","Cd111","0.003783689","PKLE"
"PKLE","185","Cd111","0.003147221","PKLE"
"PKLE","186","Cd111","*","PKLE"
"PKLE","187","Cd111","0.003611144","PKLE"
"PKLE","188","Cd111","0.002966497","PKLE"
"PKLE","189","Cd111","0.003084157","PKLE"
"PKLE","190","Cd111","*","PKLE"
"PKLE","191","Cd111","0.001718856","PKLE"
"PKLE","192","Cd111","*","PKLE"
"PKLE","193","Cd111","0.003441276","PKLE"
"PKLE","194","Cd111","0.002634414","PKLE"
"PKLE","195","Cd111","0.001174141","PKLE"
"PKLE","196","Cd111","*","PKLE"
"PKLE","197","Cd111","0.001468967","PKLE"
"PKLE","198","Cd111","0.003023239","PKLE"
"PKLE","199","Cd111","0.003941605","PKLE"
"PKLE","200","Cd111","0.004271576","PKLE"
"PKLE","201","Cd111","0.005265035","PKLE"
"PKLE","203","Cd111","0.003642133","PKLE"
"PKLE","204","Cd111","0.001431271","PKLE"
"PKLE","205","Cd111","0.003080125","PKLE"
"PKLE","207","Cd111","0.001231872","PKLE"
"PKLE","208","Cd111","0.002997431","PKLE"
"PKLE","209","Cd111","0.002329655","PKLE"
"PKLE","210","Cd111","0.002147883","PKLE"
"PKLE","211","Cd111","0.002321197","PKLE"
"PKLE","212","Cd111","*","PKLE"
"PKLE","213","Cd111","0.003060568","PKLE"
"PKLE","214","Cd111","0.003288849","PKLE"
"PKLE","215","Cd111","0.002143931","PKLE"
"PKLE","216","Cd111","0.00361287","PKLE"
"PKLE","217","Cd111","0.001725499","PKLE"
"PKLE","218","Cd111","0.001635209","PKLE"
"PKLE","219","Cd111","*","PKLE"
"PKLE","220","Cd111","0.002541233","PKLE"
"PKLE","221","Cd111","0.002724786","PKLE"
"PKLE","222","Cd111","0.000977093","PKLE"
"PKLE","223","Cd111","*","PKLE"
"PKLE","224","Cd111","0.002031748","PKLE"
"PKLE","225","Cd111","0.00039682","PKLE"
"PKLE","226","Cd111","0.00250605","PKLE"
"PKLE","227","Cd111","0.002439784","PKLE"
"PKLE","228","Cd111","0.00398875","PKLE"
"PKLE","229","Cd111","0.000761893","PKLE"
"PKLE","230","Cd111","0.00270816","PKLE"
"PKLE","231","Cd111","0.001224594","PKLE"
"PKLE","232","Cd111","0.001819997","PKLE"
"PKLE","233","Cd111","*","PKLE"
"PKLE","234","Cd111","0.002695324","PKLE"
"PKLE","235","Cd111","0.002222577","PKLE"
"PKLE","236","Cd111","0.002499165","PKLE"
"PKLE","237","Cd111","0.007118177","PKLE"
"PKLE","238","Cd111","*","PKLE"
"PKLE","239","Cd111","0.001359478","PKLE"
"PKLE","240","Cd111","*","PKLE"
"PKLE","241","Cd111","*","PKLE"
"PKLE","242","Cd111","0.002139327","PKLE"
"PKLE","243","Cd111","0.002586766","PKLE"
"PKLE","244","Cd111","0.002857104","PKLE"
"PKLE","245","Cd111","0.00258478","PKLE"
"PKLE","246","Cd111","0.011658904","PKLE"
"PKLE","247","Cd111","0.007263928","PKLE"
"PKLE","248","Cd111","0.002854085","PKLE"
"PKLE","249","Cd111","0.002018839","PKLE"
"PKLE","250","Cd111","0.000940598","PKLE"
"PKLE","251","Cd111","*","PKLE"
"PKLE","252","Cd111","0.004833079","PKLE"
"PKLE","253","Cd111","*","PKLE"
"PKLE","254","Cd111","0.003705386","PKLE"
"PKLE","255","Cd111","0.003368227","PKLE"
"PKLE","256","Cd111","0.002812563","PKLE"
"PKLE","257","Cd111","0.001528465","PKLE"
"PKLE","258","Cd111","*","PKLE"
"PKLE","259","Cd111","0.003229988","PKLE"
"PKLE","260","Cd111","0.003360698","PKLE"
"PKLE","261","Cd111","0.002650599","PKLE"
"PKLE","262","Cd111","*","PKLE"
"PKLE","263","Cd111","0.005460071","PKLE"
"PKLE","264","Cd111","0.003508054","PKLE"
"PKLE","265","Cd111","0.001895993","PKLE"
"PKLE","267","Cd111","0.001420591","PKLE"
"PKLE","268","Cd111","*","PKLE"
"PKLE","269","Cd111","*","PKLE"
"PKLE","270","Cd111","0.001447512","PKLE"
"PKLE","271","Cd111","*","PKLE"
"PKLE","272","Cd111","0.007679834","PKLE"
"PKLE","273","Cd111","0.001381658","PKLE"
"PKLE","274","Cd111","0.000919503","PKLE"
"PKLE","275","Cd111","0.001687741","PKLE"
"PKLE","276","Cd111","*","PKLE"
"PKLE","277","Cd111","0.002860321","PKLE"
"PKLE","278","Cd111","*","PKLE"
