"SITE","LINE","traits","Mg26","SITE2"
"KBSM","453","Mg26","1480.397814","KBSM"
"KBSM","454","Mg26","*","KBSM"
"KBSM","455","Mg26","1223.981737","KBSM"
"KBSM","456","Mg26","1497.964922","KBSM"
"KBSM","458","Mg26","1508.536095","KBSM"
"KBSM","459","Mg26","2046.487322","KBSM"
"KBSM","460","Mg26","1056.708547","KBSM"
"KBSM","461","Mg26","1175.772465","KBSM"
"KBSM","462","Mg26","1701.898224","KBSM"
"KBSM","463","Mg26","1260.55644","KBSM"
"KBSM","464","Mg26","1563.380457","KBSM"
"KBSM","465","Mg26","1242.3569275","KBSM"
"KBSM","466","Mg26","1391.183409","KBSM"
"KBSM","467","Mg26","1054.980722","KBSM"
"KBSM","468","Mg26","1314.924705","KBSM"
"KBSM","469","Mg26","1099.174228","KBSM"
"KBSM","470","Mg26","1467.878848","KBSM"
"KBSM","471","Mg26","1354.285443","KBSM"
"KBSM","472","Mg26","1065.063912","KBSM"
"KBSM","473","Mg26","2155.72568","KBSM"
"KBSM","474","Mg26","*","KBSM"
"KBSM","475","Mg26","1719.863108","KBSM"
"KBSM","476","Mg26","1347.995264","KBSM"
"KBSM","477","Mg26","1570.916162","KBSM"
"KBSM","479","Mg26","1517.269935","KBSM"
"KBSM","480","Mg26","1503.963229","KBSM"
"KBSM","482","Mg26","*","KBSM"
"KBSM","483","Mg26","857.417996","KBSM"
"KBSM","484","Mg26","957.0869246","KBSM"
"KBSM","485","Mg26","1527.050772","KBSM"
"KBSM","486","Mg26","*","KBSM"
"KBSM","487","Mg26","1247.387632","KBSM"
"KBSM","488","Mg26","1288.159234","KBSM"
"KBSM","489","Mg26","1452.523395","KBSM"
"KBSM","491","Mg26","1458.338904","KBSM"
"KBSM","492","Mg26","995.969655","KBSM"
"KBSM","493","Mg26","929.3075277","KBSM"
"KBSM","494","Mg26","1199.211466","KBSM"
"KBSM","495","Mg26","1771.280147","KBSM"
"KBSM","496","Mg26","1309.254454","KBSM"
"KBSM","497","Mg26","1255.422681","KBSM"
"KBSM","498","Mg26","1178.398376","KBSM"
"KBSM","499","Mg26","*","KBSM"
"KBSM","500","Mg26","1603.468972","KBSM"
"KBSM","501","Mg26","1246.685411","KBSM"
"KBSM","502","Mg26","1979.417567","KBSM"
"KBSM","503","Mg26","1142.847968","KBSM"
"KBSM","504","Mg26","*","KBSM"
"KBSM","505","Mg26","1340.708322","KBSM"
"KBSM","506","Mg26","1408.078046","KBSM"
"KBSM","507","Mg26","1639.233143","KBSM"
"KBSM","508","Mg26","1850.138127","KBSM"
"KBSM","511","Mg26","1392.17041","KBSM"
"KBSM","512","Mg26","1382.787734","KBSM"
"KBSM","513","Mg26","1913.52962","KBSM"
"KBSM","514","Mg26","*","KBSM"
"KBSM","515","Mg26","1008.14734","KBSM"
"KBSM","516","Mg26","1908.203366","KBSM"
"KBSM","518","Mg26","*","KBSM"
"KBSM","519","Mg26","*","KBSM"
"KBSM","520","Mg26","1567.309348","KBSM"
"KBSM","521","Mg26","1246.271224","KBSM"
"KBSM","522","Mg26","1144.800312","KBSM"
"KBSM","523","Mg26","1856.406271","KBSM"
"KBSM","524","Mg26","1272.83701","KBSM"
"KBSM","525","Mg26","1008.334469","KBSM"
"KBSM","526","Mg26","1029.93671","KBSM"
"KBSM","527","Mg26","785.8656363","KBSM"
"KBSM","529","Mg26","*","KBSM"
"KBSM","530","Mg26","1354.710764","KBSM"
"KBSM","531","Mg26","1151.431524","KBSM"
"KBSM","532","Mg26","1616.474031","KBSM"
"KBSM","533","Mg26","1118.511128","KBSM"
"KBSM","534","Mg26","1109.415186","KBSM"
"KBSM","535","Mg26","1234.34899","KBSM"
"KBSM","536","Mg26","1351.020069","KBSM"
"KBSM","537","Mg26","1146.146503","KBSM"
"KBSM","539","Mg26","1682.741057","KBSM"
"KBSM","540","Mg26","1081.863942","KBSM"
"KBSM","541","Mg26","1213.811309","KBSM"
"KBSM","542","Mg26","1130.593698","KBSM"
"KBSM","544","Mg26","830.0587067","KBSM"
"KBSM","545","Mg26","1430.987557","KBSM"
"KBSM","546","Mg26","1499.74945","KBSM"
"KBSM","547","Mg26","1471.333523","KBSM"
"KBSM","548","Mg26","1424.592799","KBSM"
"KBSM","549","Mg26","1018.393986","KBSM"
"KBSM","551","Mg26","*","KBSM"
"KBSM","552","Mg26","1401.049533","KBSM"
"KBSM","553","Mg26","1084.985596","KBSM"
"KBSM","555","Mg26","1670.284919","KBSM"
"KBSM","556","Mg26","*","KBSM"
"KBSM","557","Mg26","938.4202748","KBSM"
"KBSM","558","Mg26","1626.956666","KBSM"
"KBSM","559","Mg26","1309.725742","KBSM"
"KBSM","560","Mg26","1031.919446","KBSM"
"KBSM","562","Mg26","1649.133619","KBSM"
"KBSM","563","Mg26","1764.611872","KBSM"
"KBSM","564","Mg26","*","KBSM"
"KBSM","565","Mg26","1430.618501","KBSM"
"KBSM","566","Mg26","1060.235459","KBSM"
"KBSM","567","Mg26","1001.507816","KBSM"
"KBSM","569","Mg26","1239.566136","KBSM"
"KBSM","570","Mg26","1493.013824","KBSM"
"KBSM","571","Mg26","1944.516976","KBSM"
"KBSM","572","Mg26","1384.554992","KBSM"
"KBSM","573","Mg26","1306.768514","KBSM"
"KBSM","574","Mg26","1361.278995","KBSM"
"KBSM","576","Mg26","1056.349953","KBSM"
"KBSM","577","Mg26","1364.438133","KBSM"
"KBSM","578","Mg26","1005.35393","KBSM"
"KBSM","579","Mg26","1875.730506","KBSM"
"KBSM","580","Mg26","1160.817697","KBSM"
"KBSM","581","Mg26","1129.441911","KBSM"
"KBSM","583","Mg26","1298.45341","KBSM"
"KBSM","584","Mg26","1109.748954","KBSM"
"KBSM","585","Mg26","970.5507826","KBSM"
"KBSM","586","Mg26","1409.729523","KBSM"
"KBSM","588","Mg26","1234.105271","KBSM"
"KBSM","589","Mg26","1707.685443","KBSM"
"KBSM","592","Mg26","883.4896428","KBSM"
"KBSM","593","Mg26","1542.879082","KBSM"
"KBSM","594","Mg26","955.191998","KBSM"
"KBSM","595","Mg26","1051.223745","KBSM"
"KBSM","596","Mg26","1626.910746","KBSM"
"KBSM","597","Mg26","1050.464276","KBSM"
"KBSM","598","Mg26","1398.44349","KBSM"
"KBSM","599","Mg26","*","KBSM"
"KBSM","600","Mg26","1351.373465","KBSM"
"KBSM","601","Mg26","1992.225607","KBSM"
"KBSM","602","Mg26","*","KBSM"
"KBSM","603","Mg26","*","KBSM"
"KBSM","604","Mg26","*","KBSM"
"KBSM","605","Mg26","979.8096518","KBSM"
"KBSM","606","Mg26","1266.222745","KBSM"
"KBSM","608","Mg26","1316.295618","KBSM"
"KBSM","609","Mg26","1722.406722","KBSM"
"KBSM","610","Mg26","1764.581143","KBSM"
"KBSM","611","Mg26","896.7356893","KBSM"
"KBSM","612","Mg26","1202.909564","KBSM"
"KBSM","613","Mg26","1282.545353","KBSM"
"KBSM","614","Mg26","1135.898857","KBSM"
"KBSM","618","Mg26","1175.124286","KBSM"
"KBSM","619","Mg26","777.9814712","KBSM"
"KBSM","620","Mg26","974.703468","KBSM"
"KBSM","621","Mg26","1994.600349","KBSM"
"KBSM","622","Mg26","1083.116446","KBSM"
"KBSM","623","Mg26","*","KBSM"
"KBSM","624","Mg26","*","KBSM"
"KBSM","625","Mg26","783.5438692","KBSM"
"KBSM","627","Mg26","*","KBSM"
"KBSM","628","Mg26","1324.538207","KBSM"
"KBSM","629","Mg26","884.077171","KBSM"
"KBSM","630","Mg26","1355.591847","KBSM"
"KBSM","632","Mg26","1387.626528","KBSM"
"KBSM","633","Mg26","1386.451654","KBSM"
"KBSM","634","Mg26","1167.903726","KBSM"
"KBSM","635","Mg26","1007.18992","KBSM"
"KBSM","636","Mg26","1661.17263","KBSM"
"KBSM","637","Mg26","989.356521","KBSM"
"KBSM","638","Mg26","1053.755566","KBSM"
"KBSM","639","Mg26","1135.69883","KBSM"
"KBSM","640","Mg26","1384.941084","KBSM"
"KBSM","641","Mg26","1628.304387","KBSM"
"KBSM","642","Mg26","1157.15251","KBSM"
"KBSM","643","Mg26","1277.524769","KBSM"
"KBSM","644","Mg26","1163.395583","KBSM"
"KBSM","645","Mg26","*","KBSM"
"KBSM","647","Mg26","*","KBSM"
"KBSM","648","Mg26","1145.26862","KBSM"
"KBSM","649","Mg26","1213.891254","KBSM"
"KBSM","652","Mg26","823.1723576","KBSM"
"KBSM","654","Mg26","1087.5373","KBSM"
"KBSM","655","Mg26","1066.313987","KBSM"
"KBSM","656","Mg26","1379.893078","KBSM"
"KBSM","657","Mg26","1433.093728","KBSM"
"KBSM","658","Mg26","1066.902571","KBSM"
"KBSM","660","Mg26","1920.497692","KBSM"
"KBSM","661","Mg26","1507.712544","KBSM"
"KBSM","663","Mg26","1252.862072","KBSM"
"KBSM","664","Mg26","1344.032889","KBSM"
"KBSM","666","Mg26","1749.777817","KBSM"
"KBSM","667","Mg26","1241.42768","KBSM"
"KBSM","668","Mg26","1216.026415","KBSM"
"KBSM","669","Mg26","1656.211587","KBSM"
"KBSM","670","Mg26","823.7048253","KBSM"
"KBSM","671","Mg26","*","KBSM"
"KBSM","672","Mg26","1438.017126","KBSM"
"KBSM","673","Mg26","1564.538601","KBSM"
"KBSM","674","Mg26","1307.578319","KBSM"
"KBSM","675","Mg26","761.7330999","KBSM"
"KBSM","677","Mg26","*","KBSM"
"KBSM","679","Mg26","1269.174969","KBSM"
"KBSM","680","Mg26","1658.406843","KBSM"
"KBSM","681","Mg26","1865.175335","KBSM"
"KBSM","682","Mg26","908.3797211","KBSM"
"KBSM","683","Mg26","1326.203342","KBSM"
"KBSM","684","Mg26","1382.726884","KBSM"
"KBSM","685","Mg26","1409.711619","KBSM"
"KBSM","686","Mg26","1319.266225","KBSM"
"KBSM","689","Mg26","*","KBSM"
"KBSM","690","Mg26","1418.279431","KBSM"
"KBSM","691","Mg26","1373.412517","KBSM"
"KBSM","692","Mg26","1221.876912","KBSM"
"KBSM","693","Mg26","1546.918112","KBSM"
"KBSM","694","Mg26","1410.70667","KBSM"
"KBSM","695","Mg26","1297.081357","KBSM"
"KBSM","696","Mg26","1090.537384","KBSM"
"KBSM","697","Mg26","1046.982938","KBSM"
"KBSM","698","Mg26","1335.335532","KBSM"
"KBSM","699","Mg26","1468.402729","KBSM"
"KBSM","700","Mg26","1556.374606","KBSM"
"KBSM","702","Mg26","*","KBSM"
"KBSM","703","Mg26","1143.347914","KBSM"
"KBSM","704","Mg26","2040.768428","KBSM"
"KBSM","705","Mg26","1838.013729","KBSM"
"KBSM","706","Mg26","1289.924747","KBSM"
"KBSM","707","Mg26","*","KBSM"
"KBSM","708","Mg26","*","KBSM"
"KBSM","710","Mg26","1855.742137","KBSM"
"KBSM","711","Mg26","1500.680748","KBSM"
"KBSM","712","Mg26","1638.457462","KBSM"
"KBSM","713","Mg26","1623.895958","KBSM"
"KBSM","714","Mg26","*","KBSM"
"KBSM","715","Mg26","961.8836881","KBSM"
"KBSM","716","Mg26","1487.466627","KBSM"
"KBSM","718","Mg26","*","KBSM"
"KBSM","719","Mg26","1527.405908","KBSM"
"KBSM","720","Mg26","1576.576425","KBSM"
"KBSM","721","Mg26","1586.681614","KBSM"
"KBSM","722","Mg26","1523.251015","KBSM"
"KBSM","723","Mg26","*","KBSM"
"KBSM","724","Mg26","1185.660835","KBSM"
"KBSM","725","Mg26","1061.426067","KBSM"
"KBSM","726","Mg26","1580.980226","KBSM"
"KBSM","729","Mg26","865.068188","KBSM"
"KBSM","730","Mg26","1148.112083","KBSM"
"KBSM","731","Mg26","1881.973113","KBSM"
"KBSM","732","Mg26","1874.062976","KBSM"
"KBSM","733","Mg26","1455.675525","KBSM"
"KBSM","734","Mg26","1455.883712","KBSM"
"KBSM","735","Mg26","1106.758334","KBSM"
"KBSM","736","Mg26","976.3765045","KBSM"
"KBSM","737","Mg26","1292.489313","KBSM"
"KBSM","738","Mg26","1581.782787","KBSM"
"KBSM","739","Mg26","1224.28225","KBSM"
"KBSM","740","Mg26","1206.6613","KBSM"
"KBSM","742","Mg26","1578.15092","KBSM"
"KBSM","743","Mg26","1562.599311","KBSM"
"KBSM","744","Mg26","1260.552235","KBSM"
"KBSM","745","Mg26","1548.812174","KBSM"
"KBSM","746","Mg26","1226.291129","KBSM"
"KBSM","748","Mg26","961.2047953","KBSM"
"KBSM","749","Mg26","1787.448008","KBSM"
"KBSM","750","Mg26","1122.736647","KBSM"
"KBSM","751","Mg26","987.5754689","KBSM"
"KBSM","752","Mg26","1267.345003","KBSM"
"KBSM","753","Mg26","1300.080272","KBSM"
"KBSM","755","Mg26","1313.54111","KBSM"
"KBSM","756","Mg26","1076.443257","KBSM"
"KBSM","757","Mg26","1285.784283","KBSM"
"KBSM","758","Mg26","1441.282457","KBSM"
"KBSM","759","Mg26","1318.214722","KBSM"
"KBSM","760","Mg26","1328.940531","KBSM"
"KBSM","761","Mg26","1473.902494","KBSM"
"KBSM","762","Mg26","864.7383675","KBSM"
"KBSM","763","Mg26","844.8186844","KBSM"
"KBSM","764","Mg26","1223.966227","KBSM"
"KBSM","765","Mg26","1270.772872","KBSM"
"KBSM","766","Mg26","2018.130701","KBSM"
"KBSM","767","Mg26","1371.104369","KBSM"
"KBSM","768","Mg26","1288.823909","KBSM"
"KBSM","769","Mg26","*","KBSM"
"KBSM","770","Mg26","1675.52612","KBSM"
"KBSM","771","Mg26","1584.19758","KBSM"
"KBSM","772","Mg26","1138.842836","KBSM"
"KBSM","773","Mg26","1069.257801","KBSM"
"KBSM","774","Mg26","1228.94334","KBSM"
"KBSM","775","Mg26","1606.106215","KBSM"
"KBSM","776","Mg26","1322.224876","KBSM"
"KBSM","777","Mg26","1055.877685","KBSM"
"KBSM","778","Mg26","1171.645689","KBSM"
"KBSM","779","Mg26","1418.973991","KBSM"
"KBSM","780","Mg26","1239.493866","KBSM"
"KBSM","781","Mg26","*","KBSM"
"KBSM","782","Mg26","1081.416811","KBSM"
"KBSM","783","Mg26","1124.054663","KBSM"
"KBSM","784","Mg26","1094.799954","KBSM"
"KBSM","785","Mg26","1389.728944","KBSM"
"KBSM","786","Mg26","1069.46219","KBSM"
"KBSM","787","Mg26","1159.161292","KBSM"
"KBSM","788","Mg26","1121.849906","KBSM"
"KBSM","789","Mg26","1566.39965","KBSM"
"KBSM","790","Mg26","1106.458593","KBSM"
"KBSM","792","Mg26","1315.642446","KBSM"
"KBSM","794","Mg26","1258.601276","KBSM"
"KBSM","795","Mg26","1582.238829","KBSM"
"KBSM","796","Mg26","*","KBSM"
"KBSM","797","Mg26","1176.811596","KBSM"
"KBSM","799","Mg26","*","KBSM"
"KBSM","800","Mg26","1400.209151","KBSM"
"KBSM","801","Mg26","1409.701409","KBSM"
"KBSM","802","Mg26","1158.312358","KBSM"
"KBSM","803","Mg26","1969.518009","KBSM"
"KBSM","804","Mg26","1233.577185","KBSM"
"KBSM","805","Mg26","1232.312119","KBSM"
"KBSM","806","Mg26","918.5578111","KBSM"
"KBSM","808","Mg26","974.8429081","KBSM"
"KBSM","809","Mg26","1208.796517","KBSM"
"KBSM","810","Mg26","1951.663155","KBSM"
"KBSM","811","Mg26","1478.129892","KBSM"
"KBSM","812","Mg26","1053.251061","KBSM"
"KBSM","813","Mg26","1254.299687","KBSM"
"KBSM","814","Mg26","1276.243359","KBSM"
"KBSM","815","Mg26","1518.005065","KBSM"
"KBSM","816","Mg26","858.6915984","KBSM"
"KBSM","817","Mg26","*","KBSM"
"KBSM","818","Mg26","1083.827747","KBSM"
"KBSM","819","Mg26","1572.708895","KBSM"
"KBSM","820","Mg26","951.0485601","KBSM"
"KBSM","821","Mg26","1432.816788","KBSM"
"KBSM","822","Mg26","1691.874209","KBSM"
"KBSM","823","Mg26","851.5334337","KBSM"
"KBSM","824","Mg26","1484.769984","KBSM"
"KBSM","825","Mg26","1195.3542","KBSM"
"PKLE","1","Mg26","1165.785477","PKLE"
"PKLE","2","Mg26","1469.604972","PKLE"
"PKLE","3","Mg26","1602.58478","PKLE"
"PKLE","4","Mg26","1975.497968","PKLE"
"PKLE","5","Mg26","910.5750739","PKLE"
"PKLE","7","Mg26","1752.590736","PKLE"
"PKLE","8","Mg26","1463.432986","PKLE"
"PKLE","9","Mg26","1212.188541","PKLE"
"PKLE","10","Mg26","1746.8208","PKLE"
"PKLE","11","Mg26","1794.572209","PKLE"
"PKLE","12","Mg26","1743.508558","PKLE"
"PKLE","13","Mg26","1726.270182","PKLE"
"PKLE","14","Mg26","1715.982104","PKLE"
"PKLE","15","Mg26","1348.079614","PKLE"
"PKLE","16","Mg26","1343.378514","PKLE"
"PKLE","17","Mg26","1790.496773","PKLE"
"PKLE","18","Mg26","1544.822096","PKLE"
"PKLE","19","Mg26","1710.109599","PKLE"
"PKLE","20","Mg26","1401.527119","PKLE"
"PKLE","21","Mg26","*","PKLE"
"PKLE","22","Mg26","*","PKLE"
"PKLE","23","Mg26","1085.054778","PKLE"
"PKLE","24","Mg26","*","PKLE"
"PKLE","25","Mg26","913.0701436","PKLE"
"PKLE","26","Mg26","1866.726714","PKLE"
"PKLE","27","Mg26","*","PKLE"
"PKLE","28","Mg26","2285.759697","PKLE"
"PKLE","29","Mg26","1227.062289","PKLE"
"PKLE","30","Mg26","1094.874164","PKLE"
"PKLE","31","Mg26","1361.33947","PKLE"
"PKLE","32","Mg26","1231.15469","PKLE"
"PKLE","33","Mg26","1602.501033","PKLE"
"PKLE","34","Mg26","1407.504904","PKLE"
"PKLE","35","Mg26","1472.208882","PKLE"
"PKLE","36","Mg26","1256.409884","PKLE"
"PKLE","37","Mg26","1082.228378","PKLE"
"PKLE","38","Mg26","1347.625057","PKLE"
"PKLE","39","Mg26","1994.661538","PKLE"
"PKLE","40","Mg26","1603.680514","PKLE"
"PKLE","41","Mg26","1392.553397","PKLE"
"PKLE","42","Mg26","1894.446421","PKLE"
"PKLE","43","Mg26","1505.20885","PKLE"
"PKLE","44","Mg26","1594.016081","PKLE"
"PKLE","46","Mg26","*","PKLE"
"PKLE","48","Mg26","2060.167728","PKLE"
"PKLE","49","Mg26","*","PKLE"
"PKLE","50","Mg26","*","PKLE"
"PKLE","52","Mg26","2060.778776","PKLE"
"PKLE","53","Mg26","1007.075155","PKLE"
"PKLE","54","Mg26","1759.32168","PKLE"
"PKLE","55","Mg26","1998.5009","PKLE"
"PKLE","56","Mg26","1634.545418","PKLE"
"PKLE","57","Mg26","*","PKLE"
"PKLE","58","Mg26","1498.814138","PKLE"
"PKLE","59","Mg26","*","PKLE"
"PKLE","60","Mg26","*","PKLE"
"PKLE","61","Mg26","1514.443066","PKLE"
"PKLE","62","Mg26","1508.513759","PKLE"
"PKLE","63","Mg26","1968.744868","PKLE"
"PKLE","64","Mg26","*","PKLE"
"PKLE","65","Mg26","1462.997511","PKLE"
"PKLE","66","Mg26","1918.909342","PKLE"
"PKLE","67","Mg26","1995.103504","PKLE"
"PKLE","68","Mg26","1564.183458","PKLE"
"PKLE","69","Mg26","1014.612265","PKLE"
"PKLE","70","Mg26","1158.58223","PKLE"
"PKLE","71","Mg26","*","PKLE"
"PKLE","72","Mg26","1661.539442","PKLE"
"PKLE","73","Mg26","1750.221939","PKLE"
"PKLE","74","Mg26","1811.219502","PKLE"
"PKLE","75","Mg26","*","PKLE"
"PKLE","76","Mg26","1575.592443","PKLE"
"PKLE","77","Mg26","1757.341328","PKLE"
"PKLE","78","Mg26","1415.495127","PKLE"
"PKLE","79","Mg26","1696.027566","PKLE"
"PKLE","80","Mg26","1483.493373","PKLE"
"PKLE","81","Mg26","1756.964891","PKLE"
"PKLE","83","Mg26","1250.741252","PKLE"
"PKLE","84","Mg26","1303.454908","PKLE"
"PKLE","85","Mg26","*","PKLE"
"PKLE","86","Mg26","987.7409606","PKLE"
"PKLE","87","Mg26","1457.663095","PKLE"
"PKLE","88","Mg26","*","PKLE"
"PKLE","89","Mg26","1627.825241","PKLE"
"PKLE","90","Mg26","1394.984155","PKLE"
"PKLE","91","Mg26","1394.3812","PKLE"
"PKLE","93","Mg26","1512.457524","PKLE"
"PKLE","94","Mg26","*","PKLE"
"PKLE","95","Mg26","1675.664312","PKLE"
"PKLE","96","Mg26","*","PKLE"
"PKLE","97","Mg26","1063.867214","PKLE"
"PKLE","99","Mg26","1257.700582","PKLE"
"PKLE","100","Mg26","1049.762669","PKLE"
"PKLE","101","Mg26","1209.298748","PKLE"
"PKLE","102","Mg26","*","PKLE"
"PKLE","103","Mg26","*","PKLE"
"PKLE","104","Mg26","2154.79348","PKLE"
"PKLE","105","Mg26","1489.962493","PKLE"
"PKLE","106","Mg26","1054.60568","PKLE"
"PKLE","107","Mg26","1902.40255","PKLE"
"PKLE","110","Mg26","1445.698053","PKLE"
"PKLE","111","Mg26","1540.944516","PKLE"
"PKLE","112","Mg26","1882.841925","PKLE"
"PKLE","113","Mg26","1343.326477","PKLE"
"PKLE","114","Mg26","1480.359199","PKLE"
"PKLE","115","Mg26","1350.443786","PKLE"
"PKLE","116","Mg26","*","PKLE"
"PKLE","117","Mg26","*","PKLE"
"PKLE","118","Mg26","1022.987363","PKLE"
"PKLE","119","Mg26","1549.806226","PKLE"
"PKLE","120","Mg26","*","PKLE"
"PKLE","122","Mg26","1958.344847","PKLE"
"PKLE","123","Mg26","1892.285767","PKLE"
"PKLE","125","Mg26","2003.606153","PKLE"
"PKLE","126","Mg26","1593.07917","PKLE"
"PKLE","127","Mg26","1013.947851","PKLE"
"PKLE","128","Mg26","1544.913823","PKLE"
"PKLE","130","Mg26","1340.003082","PKLE"
"PKLE","131","Mg26","1916.998746","PKLE"
"PKLE","132","Mg26","*","PKLE"
"PKLE","134","Mg26","1304.326996","PKLE"
"PKLE","135","Mg26","1805.249892","PKLE"
"PKLE","136","Mg26","*","PKLE"
"PKLE","137","Mg26","1359.099958","PKLE"
"PKLE","138","Mg26","2191.039694","PKLE"
"PKLE","139","Mg26","1438.299592","PKLE"
"PKLE","141","Mg26","*","PKLE"
"PKLE","142","Mg26","1223.674219","PKLE"
"PKLE","143","Mg26","1154.011113","PKLE"
"PKLE","144","Mg26","1467.049908","PKLE"
"PKLE","145","Mg26","1349.0024","PKLE"
"PKLE","147","Mg26","*","PKLE"
"PKLE","148","Mg26","2292.725569","PKLE"
"PKLE","150","Mg26","1692.725159","PKLE"
"PKLE","151","Mg26","1292.403297","PKLE"
"PKLE","152","Mg26","*","PKLE"
"PKLE","153","Mg26","1272.713844","PKLE"
"PKLE","154","Mg26","1316.565413","PKLE"
"PKLE","155","Mg26","822.0994969","PKLE"
"PKLE","156","Mg26","1204.450887","PKLE"
"PKLE","157","Mg26","2108.7007","PKLE"
"PKLE","158","Mg26","1617.55218","PKLE"
"PKLE","159","Mg26","*","PKLE"
"PKLE","161","Mg26","955.4068871","PKLE"
"PKLE","163","Mg26","*","PKLE"
"PKLE","164","Mg26","1522.54356","PKLE"
"PKLE","166","Mg26","1440.896553","PKLE"
"PKLE","167","Mg26","1476.548829","PKLE"
"PKLE","168","Mg26","1711.192728","PKLE"
"PKLE","169","Mg26","1400.182392","PKLE"
"PKLE","170","Mg26","1603.925412","PKLE"
"PKLE","171","Mg26","2061.166503","PKLE"
"PKLE","172","Mg26","1246.675207","PKLE"
"PKLE","173","Mg26","2053.579111","PKLE"
"PKLE","174","Mg26","*","PKLE"
"PKLE","175","Mg26","1544.120616","PKLE"
"PKLE","176","Mg26","1376.334996","PKLE"
"PKLE","177","Mg26","1362.487135","PKLE"
"PKLE","178","Mg26","1456.332542","PKLE"
"PKLE","179","Mg26","*","PKLE"
"PKLE","180","Mg26","*","PKLE"
"PKLE","181","Mg26","*","PKLE"
"PKLE","182","Mg26","1334.660175","PKLE"
"PKLE","184","Mg26","1159.812751","PKLE"
"PKLE","185","Mg26","1233.843177","PKLE"
"PKLE","186","Mg26","*","PKLE"
"PKLE","187","Mg26","1509.583134","PKLE"
"PKLE","188","Mg26","1181.52238","PKLE"
"PKLE","189","Mg26","1501.867144","PKLE"
"PKLE","190","Mg26","*","PKLE"
"PKLE","191","Mg26","1751.592973","PKLE"
"PKLE","192","Mg26","*","PKLE"
"PKLE","193","Mg26","1176.691244","PKLE"
"PKLE","194","Mg26","977.6234902","PKLE"
"PKLE","195","Mg26","1793.408387","PKLE"
"PKLE","196","Mg26","*","PKLE"
"PKLE","197","Mg26","892.2515538","PKLE"
"PKLE","198","Mg26","1423.121788","PKLE"
"PKLE","199","Mg26","1778.282587","PKLE"
"PKLE","200","Mg26","1496.158596","PKLE"
"PKLE","201","Mg26","1686.90005","PKLE"
"PKLE","203","Mg26","1820.64167","PKLE"
"PKLE","204","Mg26","1271.230791","PKLE"
"PKLE","205","Mg26","1900.01444","PKLE"
"PKLE","207","Mg26","1124.364713","PKLE"
"PKLE","208","Mg26","1047.568305","PKLE"
"PKLE","209","Mg26","1732.739008","PKLE"
"PKLE","210","Mg26","1458.326001","PKLE"
"PKLE","211","Mg26","1787.497678","PKLE"
"PKLE","212","Mg26","*","PKLE"
"PKLE","213","Mg26","1758.750554","PKLE"
"PKLE","214","Mg26","1207.475569","PKLE"
"PKLE","215","Mg26","2180.816852","PKLE"
"PKLE","216","Mg26","1851.077672","PKLE"
"PKLE","217","Mg26","1803.956593","PKLE"
"PKLE","218","Mg26","1083.463681","PKLE"
"PKLE","219","Mg26","*","PKLE"
"PKLE","220","Mg26","1495.190314","PKLE"
"PKLE","221","Mg26","1443.780619","PKLE"
"PKLE","222","Mg26","1585.973578","PKLE"
"PKLE","223","Mg26","*","PKLE"
"PKLE","224","Mg26","1205.302073","PKLE"
"PKLE","225","Mg26","1300.532563","PKLE"
"PKLE","226","Mg26","1523.323364","PKLE"
"PKLE","227","Mg26","1648.620478","PKLE"
"PKLE","228","Mg26","1624.758373","PKLE"
"PKLE","229","Mg26","1724.877372","PKLE"
"PKLE","230","Mg26","1253.003172","PKLE"
"PKLE","231","Mg26","1507.650293","PKLE"
"PKLE","232","Mg26","1292.609879","PKLE"
"PKLE","233","Mg26","*","PKLE"
"PKLE","234","Mg26","1536.825288","PKLE"
"PKLE","235","Mg26","1134.664877","PKLE"
"PKLE","236","Mg26","1373.892237","PKLE"
"PKLE","237","Mg26","1756.776425","PKLE"
"PKLE","238","Mg26","*","PKLE"
"PKLE","239","Mg26","1322.671597","PKLE"
"PKLE","240","Mg26","*","PKLE"
"PKLE","241","Mg26","*","PKLE"
"PKLE","242","Mg26","1278.306854","PKLE"
"PKLE","243","Mg26","1220.817808","PKLE"
"PKLE","244","Mg26","1263.790615","PKLE"
"PKLE","245","Mg26","1909.845537","PKLE"
"PKLE","246","Mg26","2208.155471","PKLE"
"PKLE","247","Mg26","1835.181665","PKLE"
"PKLE","248","Mg26","1701.285438","PKLE"
"PKLE","249","Mg26","1792.7864","PKLE"
"PKLE","250","Mg26","1262.462015","PKLE"
"PKLE","251","Mg26","*","PKLE"
"PKLE","252","Mg26","1628.618443","PKLE"
"PKLE","253","Mg26","*","PKLE"
"PKLE","254","Mg26","2057.674632","PKLE"
"PKLE","255","Mg26","1370.462646","PKLE"
"PKLE","256","Mg26","1134.089676","PKLE"
"PKLE","257","Mg26","1360.317858","PKLE"
"PKLE","258","Mg26","*","PKLE"
"PKLE","259","Mg26","903.4216645","PKLE"
"PKLE","260","Mg26","1425.340948","PKLE"
"PKLE","261","Mg26","1388.688342","PKLE"
"PKLE","262","Mg26","*","PKLE"
"PKLE","263","Mg26","1850.726381","PKLE"
"PKLE","264","Mg26","1601.622516","PKLE"
"PKLE","265","Mg26","1665.414678","PKLE"
"PKLE","267","Mg26","1028.089183","PKLE"
"PKLE","268","Mg26","*","PKLE"
"PKLE","269","Mg26","*","PKLE"
"PKLE","270","Mg26","875.7595789","PKLE"
"PKLE","271","Mg26","*","PKLE"
