"SITE","LINE","traits","Rb85","SITE2"
"KBSM","450","Rb85","0.944918906","KBSM"
"KBSM","451","Rb85","0.549823223","KBSM"
"KBSM","452","Rb85","0.779036221","KBSM"
"KBSM","453","Rb85","0.310695839","KBSM"
"KBSM","454","Rb85","*","KBSM"
"KBSM","455","Rb85","0.336447006","KBSM"
"KBSM","456","Rb85","1.107058612","KBSM"
"KBSM","458","Rb85","0.525407887","KBSM"
"KBSM","459","Rb85","0.647024448","KBSM"
"KBSM","460","Rb85","0.326943106","KBSM"
"KBSM","461","Rb85","0.609805741","KBSM"
"KBSM","462","Rb85","0.602859867","KBSM"
"KBSM","463","Rb85","1.788915727","KBSM"
"KBSM","464","Rb85","0.841674016","KBSM"
"KBSM","465","Rb85","1.2095502365","KBSM"
"KBSM","466","Rb85","2.260098678","KBSM"
"KBSM","467","Rb85","0.351488164","KBSM"
"KBSM","468","Rb85","0.997256797","KBSM"
"KBSM","469","Rb85","0.746618273","KBSM"
"KBSM","470","Rb85","1.098534322","KBSM"
"KBSM","471","Rb85","0.898777939","KBSM"
"KBSM","472","Rb85","0.601703661","KBSM"
"KBSM","473","Rb85","1.566946012","KBSM"
"KBSM","474","Rb85","*","KBSM"
"KBSM","475","Rb85","1.73794592","KBSM"
"KBSM","476","Rb85","0.937794072","KBSM"
"KBSM","477","Rb85","0.979593186","KBSM"
"KBSM","479","Rb85","0.538768954","KBSM"
"KBSM","480","Rb85","0.626832338","KBSM"
"KBSM","482","Rb85","*","KBSM"
"KBSM","483","Rb85","0.789399914","KBSM"
"KBSM","484","Rb85","0.776797424","KBSM"
"KBSM","485","Rb85","2.404250862","KBSM"
"KBSM","486","Rb85","*","KBSM"
"KBSM","487","Rb85","0.877581185","KBSM"
"KBSM","488","Rb85","0.664521543","KBSM"
"KBSM","489","Rb85","0.95730635","KBSM"
"KBSM","491","Rb85","1.037387388","KBSM"
"KBSM","492","Rb85","1.687496071","KBSM"
"KBSM","493","Rb85","1.920034057","KBSM"
"KBSM","494","Rb85","1.541773271","KBSM"
"KBSM","495","Rb85","0.757869521","KBSM"
"KBSM","496","Rb85","1.649518748","KBSM"
"KBSM","497","Rb85","0.508525057","KBSM"
"KBSM","498","Rb85","1.564851564","KBSM"
"KBSM","499","Rb85","*","KBSM"
"KBSM","500","Rb85","0.91281261","KBSM"
"KBSM","501","Rb85","0.28697424","KBSM"
"KBSM","502","Rb85","0.575343792","KBSM"
"KBSM","503","Rb85","0.597465273","KBSM"
"KBSM","504","Rb85","*","KBSM"
"KBSM","505","Rb85","0.27651276","KBSM"
"KBSM","506","Rb85","2.256486634","KBSM"
"KBSM","507","Rb85","1.56767738","KBSM"
"KBSM","508","Rb85","1.593819561","KBSM"
"KBSM","511","Rb85","0.75375517","KBSM"
"KBSM","512","Rb85","0.835669404","KBSM"
"KBSM","513","Rb85","0.422839053","KBSM"
"KBSM","514","Rb85","*","KBSM"
"KBSM","515","Rb85","0.54313255","KBSM"
"KBSM","516","Rb85","1.76868582","KBSM"
"KBSM","518","Rb85","*","KBSM"
"KBSM","519","Rb85","*","KBSM"
"KBSM","520","Rb85","1.736778364","KBSM"
"KBSM","521","Rb85","0.354852101","KBSM"
"KBSM","522","Rb85","1.725512619","KBSM"
"KBSM","523","Rb85","0.420708954","KBSM"
"KBSM","524","Rb85","0.634976374","KBSM"
"KBSM","525","Rb85","2.287297834","KBSM"
"KBSM","526","Rb85","0.741886472","KBSM"
"KBSM","527","Rb85","0.975933437","KBSM"
"KBSM","529","Rb85","*","KBSM"
"KBSM","530","Rb85","1.219867932","KBSM"
"KBSM","531","Rb85","0.970386128","KBSM"
"KBSM","532","Rb85","0.881940539","KBSM"
"KBSM","533","Rb85","0.42763866","KBSM"
"KBSM","534","Rb85","1.279250207","KBSM"
"KBSM","535","Rb85","1.307013489","KBSM"
"KBSM","536","Rb85","1.149255084","KBSM"
"KBSM","537","Rb85","1.333596542","KBSM"
"KBSM","539","Rb85","0.80500006","KBSM"
"KBSM","540","Rb85","0.943585025","KBSM"
"KBSM","541","Rb85","1.228156131","KBSM"
"KBSM","542","Rb85","1.697274848","KBSM"
"KBSM","544","Rb85","1.260358021","KBSM"
"KBSM","545","Rb85","1.099388942","KBSM"
"KBSM","546","Rb85","1.19113236","KBSM"
"KBSM","547","Rb85","1.154429413","KBSM"
"KBSM","548","Rb85","0.546042376","KBSM"
"KBSM","549","Rb85","1.945863139","KBSM"
"KBSM","551","Rb85","*","KBSM"
"KBSM","552","Rb85","2.309004374","KBSM"
"KBSM","553","Rb85","1.522711347","KBSM"
"KBSM","555","Rb85","0.637777999","KBSM"
"KBSM","556","Rb85","*","KBSM"
"KBSM","557","Rb85","0.944245626","KBSM"
"KBSM","558","Rb85","0.526580501","KBSM"
"KBSM","559","Rb85","0.823904738","KBSM"
"KBSM","560","Rb85","1.470632596","KBSM"
"KBSM","562","Rb85","0.548750636","KBSM"
"KBSM","563","Rb85","2.035779631","KBSM"
"KBSM","564","Rb85","*","KBSM"
"KBSM","565","Rb85","1.334824926","KBSM"
"KBSM","566","Rb85","0.650990919","KBSM"
"KBSM","567","Rb85","1.01763028","KBSM"
"KBSM","569","Rb85","1.618589985","KBSM"
"KBSM","570","Rb85","1.191893368","KBSM"
"KBSM","571","Rb85","1.761220842","KBSM"
"KBSM","572","Rb85","0.7102257","KBSM"
"KBSM","573","Rb85","1.037569236","KBSM"
"KBSM","574","Rb85","1.157374389","KBSM"
"KBSM","576","Rb85","0.657807482","KBSM"
"KBSM","577","Rb85","1.814049258","KBSM"
"KBSM","578","Rb85","0.847369132","KBSM"
"KBSM","579","Rb85","0.365585688","KBSM"
"KBSM","580","Rb85","0.998346494","KBSM"
"KBSM","581","Rb85","0.291576013","KBSM"
"KBSM","583","Rb85","0.786182108","KBSM"
"KBSM","584","Rb85","0.819812843","KBSM"
"KBSM","585","Rb85","0.690613854","KBSM"
"KBSM","586","Rb85","0.792224012","KBSM"
"KBSM","588","Rb85","0.796233424","KBSM"
"KBSM","589","Rb85","0.76471982","KBSM"
"KBSM","592","Rb85","1.439501026","KBSM"
"KBSM","593","Rb85","0.847710763","KBSM"
"KBSM","594","Rb85","1.079459728","KBSM"
"KBSM","595","Rb85","0.403247853","KBSM"
"KBSM","596","Rb85","1.171344753","KBSM"
"KBSM","597","Rb85","1.288965625","KBSM"
"KBSM","598","Rb85","0.414100878","KBSM"
"KBSM","599","Rb85","*","KBSM"
"KBSM","600","Rb85","0.770235355","KBSM"
"KBSM","601","Rb85","2.70665298","KBSM"
"KBSM","602","Rb85","*","KBSM"
"KBSM","603","Rb85","*","KBSM"
"KBSM","604","Rb85","*","KBSM"
"KBSM","605","Rb85","3.548527736","KBSM"
"KBSM","606","Rb85","0.747553685","KBSM"
"KBSM","608","Rb85","1.399077709","KBSM"
"KBSM","609","Rb85","0.912170901","KBSM"
"KBSM","610","Rb85","1.171045523","KBSM"
"KBSM","611","Rb85","0.712997351","KBSM"
"KBSM","612","Rb85","1.259949513","KBSM"
"KBSM","613","Rb85","0.695843937","KBSM"
"KBSM","614","Rb85","1.189928804","KBSM"
"KBSM","618","Rb85","0.696292172","KBSM"
"KBSM","619","Rb85","0.986058502","KBSM"
"KBSM","620","Rb85","0.379507047","KBSM"
"KBSM","621","Rb85","0.684643972","KBSM"
"KBSM","622","Rb85","1.192213231","KBSM"
"KBSM","623","Rb85","*","KBSM"
"KBSM","624","Rb85","*","KBSM"
"KBSM","625","Rb85","0.801205823","KBSM"
"KBSM","627","Rb85","1.036280527","KBSM"
"KBSM","628","Rb85","2.161837529","KBSM"
"KBSM","629","Rb85","1.312542426","KBSM"
"KBSM","630","Rb85","1.292188963","KBSM"
"KBSM","632","Rb85","1.463785766","KBSM"
"KBSM","633","Rb85","0.425272882","KBSM"
"KBSM","634","Rb85","0.806996475","KBSM"
"KBSM","635","Rb85","1.72548339","KBSM"
"KBSM","636","Rb85","0.685932418","KBSM"
"KBSM","637","Rb85","1.116802756","KBSM"
"KBSM","638","Rb85","1.423984565","KBSM"
"KBSM","639","Rb85","0.488897943","KBSM"
"KBSM","640","Rb85","1.371780808","KBSM"
"KBSM","641","Rb85","1.173145528","KBSM"
"KBSM","642","Rb85","0.650804658","KBSM"
"KBSM","643","Rb85","0.936023595","KBSM"
"KBSM","644","Rb85","2.383115855","KBSM"
"KBSM","645","Rb85","*","KBSM"
"KBSM","647","Rb85","*","KBSM"
"KBSM","648","Rb85","0.235931657","KBSM"
"KBSM","649","Rb85","0.885048285","KBSM"
"KBSM","652","Rb85","1.100460841","KBSM"
"KBSM","654","Rb85","0.522759732","KBSM"
"KBSM","655","Rb85","1.893233677","KBSM"
"KBSM","656","Rb85","0.987117501","KBSM"
"KBSM","657","Rb85","1.01999661","KBSM"
"KBSM","658","Rb85","0.341308127","KBSM"
"KBSM","660","Rb85","1.071591827","KBSM"
"KBSM","661","Rb85","0.800483444","KBSM"
"KBSM","663","Rb85","1.403656721","KBSM"
"KBSM","664","Rb85","0.925784785","KBSM"
"KBSM","666","Rb85","1.381442577","KBSM"
"KBSM","667","Rb85","0.427269355","KBSM"
"KBSM","668","Rb85","0.514613405","KBSM"
"KBSM","669","Rb85","2.408656892","KBSM"
"KBSM","670","Rb85","1.128489779","KBSM"
"KBSM","671","Rb85","*","KBSM"
"KBSM","672","Rb85","0.980842044","KBSM"
"KBSM","673","Rb85","0.31652564","KBSM"
"KBSM","674","Rb85","0.507341063","KBSM"
"KBSM","675","Rb85","1.036947608","KBSM"
"KBSM","677","Rb85","*","KBSM"
"KBSM","679","Rb85","2.41274127","KBSM"
"KBSM","680","Rb85","1.107195989","KBSM"
"KBSM","681","Rb85","1.403407862","KBSM"
"KBSM","682","Rb85","0.840788174","KBSM"
"KBSM","683","Rb85","0.788054339","KBSM"
"KBSM","684","Rb85","1.266913709","KBSM"
"KBSM","685","Rb85","0.687883645","KBSM"
"KBSM","686","Rb85","1.657334915","KBSM"
"KBSM","689","Rb85","*","KBSM"
"KBSM","690","Rb85","0.424844859","KBSM"
"KBSM","691","Rb85","0.616023127","KBSM"
"KBSM","692","Rb85","1.117548893","KBSM"
"KBSM","693","Rb85","0.482229143","KBSM"
"KBSM","694","Rb85","0.723546709","KBSM"
"KBSM","695","Rb85","1.8476095","KBSM"
"KBSM","696","Rb85","1.29674289","KBSM"
"KBSM","697","Rb85","1.145090244","KBSM"
"KBSM","698","Rb85","0.546720287","KBSM"
"KBSM","699","Rb85","0.915576278","KBSM"
"KBSM","700","Rb85","0.51678573","KBSM"
"KBSM","702","Rb85","*","KBSM"
"KBSM","703","Rb85","0.664015697","KBSM"
"KBSM","704","Rb85","1.057263738","KBSM"
"KBSM","705","Rb85","0.712163938","KBSM"
"KBSM","706","Rb85","0.757992952","KBSM"
"KBSM","707","Rb85","*","KBSM"
"KBSM","708","Rb85","*","KBSM"
"KBSM","710","Rb85","0.731358971","KBSM"
"KBSM","711","Rb85","0.6376603","KBSM"
"KBSM","712","Rb85","0.529220343","KBSM"
"KBSM","713","Rb85","1.387153087","KBSM"
"KBSM","714","Rb85","*","KBSM"
"KBSM","715","Rb85","1.30839721","KBSM"
"KBSM","716","Rb85","0.723700558","KBSM"
"KBSM","718","Rb85","*","KBSM"
"KBSM","719","Rb85","0.614431596","KBSM"
"KBSM","720","Rb85","1.18823351","KBSM"
"KBSM","721","Rb85","0.40147753","KBSM"
"KBSM","722","Rb85","0.583662721","KBSM"
"KBSM","723","Rb85","*","KBSM"
"KBSM","724","Rb85","2.327704601","KBSM"
"KBSM","725","Rb85","1.261042931","KBSM"
"KBSM","726","Rb85","0.790067861","KBSM"
"KBSM","729","Rb85","0.635284635","KBSM"
"KBSM","730","Rb85","0.638486065","KBSM"
"KBSM","731","Rb85","1.685693546","KBSM"
"KBSM","732","Rb85","0.817513171","KBSM"
"KBSM","733","Rb85","0.716322056","KBSM"
"KBSM","734","Rb85","1.137684423","KBSM"
"KBSM","735","Rb85","1.358809084","KBSM"
"KBSM","736","Rb85","1.805792619","KBSM"
"KBSM","737","Rb85","0.907873647","KBSM"
"KBSM","738","Rb85","1.257174566","KBSM"
"KBSM","739","Rb85","1.016579577","KBSM"
"KBSM","740","Rb85","0.566251906","KBSM"
"KBSM","742","Rb85","1.542380019","KBSM"
"KBSM","743","Rb85","1.034975007","KBSM"
"KBSM","744","Rb85","1.191421638","KBSM"
"KBSM","745","Rb85","1.043040922","KBSM"
"KBSM","746","Rb85","0.656315246","KBSM"
"KBSM","748","Rb85","1.475794018","KBSM"
"KBSM","749","Rb85","0.884181029","KBSM"
"KBSM","750","Rb85","1.305811794","KBSM"
"KBSM","751","Rb85","1.944728511","KBSM"
"KBSM","752","Rb85","0.772265075","KBSM"
"KBSM","753","Rb85","1.007308269","KBSM"
"KBSM","755","Rb85","1.225519636","KBSM"
"KBSM","756","Rb85","2.357774849","KBSM"
"KBSM","757","Rb85","1.44751013","KBSM"
"KBSM","758","Rb85","1.82074616","KBSM"
"KBSM","759","Rb85","0.83206476","KBSM"
"KBSM","760","Rb85","0.800683097","KBSM"
"KBSM","761","Rb85","0.647987149","KBSM"
"KBSM","762","Rb85","0.862340436","KBSM"
"KBSM","763","Rb85","0.550059559","KBSM"
"KBSM","764","Rb85","0.690508074","KBSM"
"KBSM","765","Rb85","1.06024286","KBSM"
"KBSM","766","Rb85","0.524816749","KBSM"
"KBSM","767","Rb85","0.65646334","KBSM"
"KBSM","768","Rb85","0.472775492","KBSM"
"KBSM","769","Rb85","*","KBSM"
"KBSM","770","Rb85","0.807222217","KBSM"
"KBSM","771","Rb85","0.787197335","KBSM"
"KBSM","772","Rb85","0.717418099","KBSM"
"KBSM","773","Rb85","0.75250938","KBSM"
"KBSM","774","Rb85","0.841339686","KBSM"
"KBSM","775","Rb85","0.811492649","KBSM"
"KBSM","776","Rb85","0.589036679","KBSM"
"KBSM","777","Rb85","2.07502591","KBSM"
"KBSM","778","Rb85","0.473191658","KBSM"
"KBSM","779","Rb85","1.168823769","KBSM"
"KBSM","780","Rb85","1.492653222","KBSM"
"KBSM","781","Rb85","*","KBSM"
"KBSM","782","Rb85","0.987700478","KBSM"
"KBSM","783","Rb85","0.828188991","KBSM"
"KBSM","784","Rb85","2.164107015","KBSM"
"KBSM","785","Rb85","1.070870371","KBSM"
"KBSM","786","Rb85","0.245452278","KBSM"
"KBSM","787","Rb85","1.058414398","KBSM"
"KBSM","788","Rb85","1.070173273","KBSM"
"KBSM","789","Rb85","0.521140301","KBSM"
"KBSM","790","Rb85","1.262742717","KBSM"
"KBSM","792","Rb85","1.63068056","KBSM"
"KBSM","794","Rb85","1.841246354","KBSM"
"KBSM","795","Rb85","0.374719808","KBSM"
"KBSM","796","Rb85","*","KBSM"
"KBSM","797","Rb85","1.004151504","KBSM"
"KBSM","799","Rb85","*","KBSM"
"KBSM","800","Rb85","1.35979252","KBSM"
"KBSM","801","Rb85","0.859301806","KBSM"
"KBSM","802","Rb85","1.445021816","KBSM"
"KBSM","803","Rb85","0.744906729","KBSM"
"KBSM","804","Rb85","0.960572643","KBSM"
"KBSM","805","Rb85","0.713764025","KBSM"
"KBSM","806","Rb85","0.837953235","KBSM"
"KBSM","808","Rb85","1.560909444","KBSM"
"KBSM","809","Rb85","0.770949613","KBSM"
"KBSM","810","Rb85","1.163134213","KBSM"
"KBSM","811","Rb85","0.534153867","KBSM"
"KBSM","812","Rb85","1.152544052","KBSM"
"KBSM","813","Rb85","1.006045097","KBSM"
"KBSM","814","Rb85","1.437646107","KBSM"
"KBSM","815","Rb85","0.646914971","KBSM"
"KBSM","816","Rb85","0.983663033","KBSM"
"KBSM","817","Rb85","*","KBSM"
"KBSM","818","Rb85","1.355716583","KBSM"
"KBSM","819","Rb85","1.376430173","KBSM"
"KBSM","820","Rb85","0.974515726","KBSM"
"KBSM","821","Rb85","1.32916326","KBSM"
"KBSM","822","Rb85","1.538030424","KBSM"
"KBSM","823","Rb85","1.958516748","KBSM"
"KBSM","824","Rb85","2.0983631205","KBSM"
"KBSM","825","Rb85","1.477626641","KBSM"
"PKLE","1","Rb85","0.732332368","PKLE"
"PKLE","2","Rb85","1.499288431","PKLE"
"PKLE","3","Rb85","1.131587996","PKLE"
"PKLE","4","Rb85","2.945494933","PKLE"
"PKLE","5","Rb85","1.471097492","PKLE"
"PKLE","7","Rb85","2.090699374","PKLE"
"PKLE","8","Rb85","1.153449377","PKLE"
"PKLE","9","Rb85","1.649651928","PKLE"
"PKLE","10","Rb85","1.648037313","PKLE"
"PKLE","11","Rb85","2.263043272","PKLE"
"PKLE","12","Rb85","2.153706881","PKLE"
"PKLE","13","Rb85","1.985069043","PKLE"
"PKLE","14","Rb85","2.477208497","PKLE"
"PKLE","15","Rb85","1.284071811","PKLE"
"PKLE","16","Rb85","1.311491692","PKLE"
"PKLE","17","Rb85","1.424988925","PKLE"
"PKLE","18","Rb85","1.223659671","PKLE"
"PKLE","19","Rb85","2.060415325","PKLE"
"PKLE","20","Rb85","0.743493875","PKLE"
"PKLE","21","Rb85","*","PKLE"
"PKLE","22","Rb85","2.528791052","PKLE"
"PKLE","23","Rb85","0.869056804","PKLE"
"PKLE","24","Rb85","*","PKLE"
"PKLE","25","Rb85","1.890244322","PKLE"
"PKLE","26","Rb85","1.447479813","PKLE"
"PKLE","27","Rb85","*","PKLE"
"PKLE","28","Rb85","2.406192559","PKLE"
"PKLE","29","Rb85","0.860751722","PKLE"
"PKLE","30","Rb85","1.340102077","PKLE"
"PKLE","31","Rb85","1.560731593","PKLE"
"PKLE","32","Rb85","1.223228157","PKLE"
"PKLE","33","Rb85","1.21880795","PKLE"
"PKLE","34","Rb85","1.514893589","PKLE"
"PKLE","35","Rb85","1.654101844","PKLE"
"PKLE","36","Rb85","3.492776988","PKLE"
"PKLE","37","Rb85","1.078599359","PKLE"
"PKLE","38","Rb85","1.677699578","PKLE"
"PKLE","39","Rb85","1.465546764","PKLE"
"PKLE","40","Rb85","2.575864035","PKLE"
"PKLE","41","Rb85","1.264356178","PKLE"
"PKLE","42","Rb85","2.514332215","PKLE"
"PKLE","43","Rb85","3.106106454","PKLE"
"PKLE","44","Rb85","1.192496452","PKLE"
"PKLE","46","Rb85","2.804152882","PKLE"
"PKLE","48","Rb85","2.410678385","PKLE"
"PKLE","49","Rb85","*","PKLE"
"PKLE","50","Rb85","*","PKLE"
"PKLE","52","Rb85","0.820704505","PKLE"
"PKLE","53","Rb85","1.037762131","PKLE"
"PKLE","54","Rb85","2.246549516","PKLE"
"PKLE","55","Rb85","2.211800899","PKLE"
"PKLE","56","Rb85","1.519855507","PKLE"
"PKLE","57","Rb85","*","PKLE"
"PKLE","58","Rb85","2.670695478","PKLE"
"PKLE","59","Rb85","*","PKLE"
"PKLE","60","Rb85","*","PKLE"
"PKLE","61","Rb85","1.589168691","PKLE"
"PKLE","62","Rb85","1.193987112","PKLE"
"PKLE","63","Rb85","0.912858031","PKLE"
"PKLE","64","Rb85","*","PKLE"
"PKLE","65","Rb85","1.034967152","PKLE"
"PKLE","66","Rb85","1.45799736","PKLE"
"PKLE","67","Rb85","1.577035365","PKLE"
"PKLE","68","Rb85","2.04919512","PKLE"
"PKLE","69","Rb85","1.027469666","PKLE"
"PKLE","70","Rb85","1.102939452","PKLE"
"PKLE","71","Rb85","*","PKLE"
"PKLE","72","Rb85","3.425746706","PKLE"
"PKLE","73","Rb85","1.304903341","PKLE"
"PKLE","74","Rb85","1.796470747","PKLE"
"PKLE","75","Rb85","*","PKLE"
"PKLE","76","Rb85","2.102795769","PKLE"
"PKLE","77","Rb85","2.169655908","PKLE"
"PKLE","78","Rb85","2.279073034","PKLE"
"PKLE","79","Rb85","2.314056134","PKLE"
"PKLE","80","Rb85","2.432463293","PKLE"
"PKLE","81","Rb85","3.383666369","PKLE"
"PKLE","83","Rb85","1.602841263","PKLE"
"PKLE","84","Rb85","1.367274986","PKLE"
"PKLE","85","Rb85","2.193391245","PKLE"
"PKLE","86","Rb85","1.410676722","PKLE"
"PKLE","87","Rb85","2.516338771","PKLE"
"PKLE","88","Rb85","*","PKLE"
"PKLE","89","Rb85","1.867482747","PKLE"
"PKLE","90","Rb85","1.384679844","PKLE"
"PKLE","91","Rb85","1.81198478","PKLE"
"PKLE","93","Rb85","2.506131853","PKLE"
"PKLE","94","Rb85","*","PKLE"
"PKLE","95","Rb85","2.96528201","PKLE"
"PKLE","96","Rb85","*","PKLE"
"PKLE","97","Rb85","1.057791679","PKLE"
"PKLE","99","Rb85","2.290652078","PKLE"
"PKLE","100","Rb85","1.197976686","PKLE"
"PKLE","101","Rb85","1.484674968","PKLE"
"PKLE","102","Rb85","*","PKLE"
"PKLE","103","Rb85","*","PKLE"
"PKLE","104","Rb85","1.876891477","PKLE"
"PKLE","105","Rb85","1.547751597","PKLE"
"PKLE","106","Rb85","2.2249654","PKLE"
"PKLE","107","Rb85","2.266170687","PKLE"
"PKLE","110","Rb85","1.926755583","PKLE"
"PKLE","111","Rb85","1.276458037","PKLE"
"PKLE","112","Rb85","1.190795916","PKLE"
"PKLE","113","Rb85","1.053634839","PKLE"
"PKLE","114","Rb85","1.849013247","PKLE"
"PKLE","115","Rb85","1.406848247","PKLE"
"PKLE","116","Rb85","*","PKLE"
"PKLE","117","Rb85","3.686421092","PKLE"
"PKLE","118","Rb85","2.25737213","PKLE"
"PKLE","119","Rb85","2.367071002","PKLE"
"PKLE","120","Rb85","*","PKLE"
"PKLE","122","Rb85","3.674519568","PKLE"
"PKLE","123","Rb85","1.045700405","PKLE"
"PKLE","125","Rb85","2.978569534","PKLE"
"PKLE","126","Rb85","1.478276845","PKLE"
"PKLE","127","Rb85","1.505006151","PKLE"
"PKLE","128","Rb85","2.668700219","PKLE"
"PKLE","130","Rb85","1.607586264","PKLE"
"PKLE","131","Rb85","1.816027332","PKLE"
"PKLE","132","Rb85","*","PKLE"
"PKLE","134","Rb85","1.574495994","PKLE"
"PKLE","135","Rb85","1.517332013","PKLE"
"PKLE","136","Rb85","*","PKLE"
"PKLE","137","Rb85","2.246623313","PKLE"
"PKLE","138","Rb85","3.053238479","PKLE"
"PKLE","139","Rb85","1.702497432","PKLE"
"PKLE","141","Rb85","*","PKLE"
"PKLE","142","Rb85","1.387000517","PKLE"
"PKLE","143","Rb85","2.61856032","PKLE"
"PKLE","144","Rb85","1.292361033","PKLE"
"PKLE","145","Rb85","1.202517138","PKLE"
"PKLE","146","Rb85","1.659798021","PKLE"
"PKLE","147","Rb85","*","PKLE"
"PKLE","148","Rb85","0.592981634","PKLE"
"PKLE","150","Rb85","2.296968027","PKLE"
"PKLE","151","Rb85","1.501874339","PKLE"
"PKLE","152","Rb85","*","PKLE"
"PKLE","153","Rb85","2.778709832","PKLE"
"PKLE","154","Rb85","2.03424485","PKLE"
"PKLE","155","Rb85","0.736468923","PKLE"
"PKLE","156","Rb85","1.320905304","PKLE"
"PKLE","157","Rb85","2.583134959","PKLE"
"PKLE","158","Rb85","2.458614639","PKLE"
"PKLE","159","Rb85","*","PKLE"
"PKLE","161","Rb85","2.651224118","PKLE"
"PKLE","163","Rb85","*","PKLE"
"PKLE","164","Rb85","1.747347376","PKLE"
"PKLE","166","Rb85","1.371723365","PKLE"
"PKLE","167","Rb85","1.754029982","PKLE"
"PKLE","168","Rb85","1.725885299","PKLE"
"PKLE","169","Rb85","0.99736493","PKLE"
"PKLE","170","Rb85","1.473597357","PKLE"
"PKLE","171","Rb85","2.692081372","PKLE"
"PKLE","172","Rb85","2.964930506","PKLE"
"PKLE","173","Rb85","2.448517879","PKLE"
"PKLE","174","Rb85","0.953207621","PKLE"
"PKLE","175","Rb85","3.177490696","PKLE"
"PKLE","176","Rb85","1.617905913","PKLE"
"PKLE","177","Rb85","2.046762992","PKLE"
"PKLE","178","Rb85","1.539172495","PKLE"
"PKLE","179","Rb85","*","PKLE"
"PKLE","180","Rb85","*","PKLE"
"PKLE","181","Rb85","*","PKLE"
"PKLE","182","Rb85","0.837034113","PKLE"
"PKLE","184","Rb85","0.839998127","PKLE"
"PKLE","185","Rb85","1.108555378","PKLE"
"PKLE","186","Rb85","*","PKLE"
"PKLE","187","Rb85","2.353954166","PKLE"
"PKLE","188","Rb85","1.403161931","PKLE"
"PKLE","189","Rb85","1.291288562","PKLE"
"PKLE","190","Rb85","*","PKLE"
"PKLE","191","Rb85","3.774526021","PKLE"
"PKLE","192","Rb85","*","PKLE"
"PKLE","193","Rb85","1.379149256","PKLE"
"PKLE","194","Rb85","0.369414332","PKLE"
"PKLE","195","Rb85","2.396744701","PKLE"
"PKLE","196","Rb85","*","PKLE"
"PKLE","197","Rb85","2.180845145","PKLE"
"PKLE","198","Rb85","1.570618687","PKLE"
"PKLE","199","Rb85","1.847235621","PKLE"
"PKLE","200","Rb85","1.736002249","PKLE"
"PKLE","201","Rb85","1.958199448","PKLE"
"PKLE","203","Rb85","2.33004002","PKLE"
"PKLE","204","Rb85","2.140859963","PKLE"
"PKLE","205","Rb85","2.219392421","PKLE"
"PKLE","207","Rb85","3.146768809","PKLE"
"PKLE","208","Rb85","0.688563754","PKLE"
"PKLE","209","Rb85","1.523859722","PKLE"
"PKLE","210","Rb85","2.326272213","PKLE"
"PKLE","211","Rb85","0.980721712","PKLE"
"PKLE","212","Rb85","*","PKLE"
"PKLE","213","Rb85","0.866910176","PKLE"
"PKLE","214","Rb85","1.127484684","PKLE"
"PKLE","215","Rb85","2.139403268","PKLE"
"PKLE","216","Rb85","3.334204547","PKLE"
"PKLE","217","Rb85","1.407983523","PKLE"
"PKLE","218","Rb85","0.90124259","PKLE"
"PKLE","219","Rb85","*","PKLE"
"PKLE","220","Rb85","1.651712366","PKLE"
"PKLE","221","Rb85","2.407210053","PKLE"
"PKLE","222","Rb85","2.290179449","PKLE"
"PKLE","223","Rb85","*","PKLE"
"PKLE","224","Rb85","1.050568116","PKLE"
"PKLE","225","Rb85","1.140006295","PKLE"
"PKLE","226","Rb85","1.747629424","PKLE"
"PKLE","227","Rb85","1.76238213","PKLE"
"PKLE","228","Rb85","2.166614232","PKLE"
"PKLE","229","Rb85","2.443334574","PKLE"
"PKLE","230","Rb85","1.686220616","PKLE"
"PKLE","231","Rb85","2.856486211","PKLE"
"PKLE","232","Rb85","2.656609459","PKLE"
"PKLE","233","Rb85","*","PKLE"
"PKLE","234","Rb85","1.829137681","PKLE"
"PKLE","235","Rb85","2.3853425","PKLE"
"PKLE","236","Rb85","2.505482495","PKLE"
"PKLE","237","Rb85","2.520263487","PKLE"
"PKLE","238","Rb85","*","PKLE"
"PKLE","239","Rb85","1.262916607","PKLE"
"PKLE","240","Rb85","*","PKLE"
"PKLE","241","Rb85","*","PKLE"
"PKLE","242","Rb85","1.421259284","PKLE"
"PKLE","243","Rb85","1.283262613","PKLE"
"PKLE","244","Rb85","0.780405768","PKLE"
"PKLE","245","Rb85","1.31404851","PKLE"
"PKLE","246","Rb85","1.200954175","PKLE"
"PKLE","247","Rb85","1.708370619","PKLE"
"PKLE","248","Rb85","2.060594914","PKLE"
"PKLE","249","Rb85","2.300367082","PKLE"
"PKLE","250","Rb85","0.970281188","PKLE"
"PKLE","251","Rb85","*","PKLE"
"PKLE","252","Rb85","1.413786655","PKLE"
"PKLE","253","Rb85","*","PKLE"
"PKLE","254","Rb85","1.859939287","PKLE"
"PKLE","255","Rb85","1.561445878","PKLE"
"PKLE","256","Rb85","1.916587084","PKLE"
"PKLE","257","Rb85","1.704192625","PKLE"
"PKLE","258","Rb85","*","PKLE"
"PKLE","259","Rb85","1.206104943","PKLE"
"PKLE","260","Rb85","1.775144156","PKLE"
"PKLE","261","Rb85","1.441905758","PKLE"
"PKLE","262","Rb85","*","PKLE"
"PKLE","263","Rb85","3.413292545","PKLE"
"PKLE","264","Rb85","1.692811112","PKLE"
