"SITE","LINE","traits","Cu63","SITE2"
"KBSM","464","Cu63","3.344881896","KBSM"
"KBSM","465","Cu63","2.7090370485","KBSM"
"KBSM","466","Cu63","3.477100794","KBSM"
"KBSM","467","Cu63","4.194761478","KBSM"
"KBSM","468","Cu63","2.75697986","KBSM"
"KBSM","469","Cu63","3.015386952","KBSM"
"KBSM","470","Cu63","2.863890585","KBSM"
"KBSM","471","Cu63","2.899571089","KBSM"
"KBSM","472","Cu63","3.909836979","KBSM"
"KBSM","473","Cu63","3.616690522","KBSM"
"KBSM","474","Cu63","*","KBSM"
"KBSM","475","Cu63","4.794597741","KBSM"
"KBSM","476","Cu63","5.825613869","KBSM"
"KBSM","477","Cu63","4.638298349","KBSM"
"KBSM","479","Cu63","4.919115509","KBSM"
"KBSM","480","Cu63","2.665467775","KBSM"
"KBSM","482","Cu63","*","KBSM"
"KBSM","483","Cu63","2.687736155","KBSM"
"KBSM","484","Cu63","3.167164851","KBSM"
"KBSM","485","Cu63","3.111303027","KBSM"
"KBSM","486","Cu63","*","KBSM"
"KBSM","487","Cu63","3.609060694","KBSM"
"KBSM","488","Cu63","4.772314872","KBSM"
"KBSM","489","Cu63","4.557247469","KBSM"
"KBSM","491","Cu63","3.909027937","KBSM"
"KBSM","492","Cu63","2.778083776","KBSM"
"KBSM","493","Cu63","4.564932136","KBSM"
"KBSM","494","Cu63","5.396308554","KBSM"
"KBSM","495","Cu63","3.506185422","KBSM"
"KBSM","496","Cu63","4.824847006","KBSM"
"KBSM","497","Cu63","3.089846963","KBSM"
"KBSM","498","Cu63","4.025984195","KBSM"
"KBSM","499","Cu63","*","KBSM"
"KBSM","500","Cu63","4.005435136","KBSM"
"KBSM","501","Cu63","2.706371392","KBSM"
"KBSM","502","Cu63","3.78433572","KBSM"
"KBSM","503","Cu63","3.010681462","KBSM"
"KBSM","504","Cu63","*","KBSM"
"KBSM","505","Cu63","3.376577725","KBSM"
"KBSM","506","Cu63","3.574721389","KBSM"
"KBSM","507","Cu63","4.662862384","KBSM"
"KBSM","508","Cu63","3.755925967","KBSM"
"KBSM","511","Cu63","3.759019886","KBSM"
"KBSM","512","Cu63","4.113262576","KBSM"
"KBSM","513","Cu63","2.398737853","KBSM"
"KBSM","514","Cu63","*","KBSM"
"KBSM","515","Cu63","2.968849309","KBSM"
"KBSM","516","Cu63","3.455926189","KBSM"
"KBSM","518","Cu63","*","KBSM"
"KBSM","519","Cu63","*","KBSM"
"KBSM","520","Cu63","5.117660993","KBSM"
"KBSM","521","Cu63","4.684244175","KBSM"
"KBSM","522","Cu63","4.033407428","KBSM"
"KBSM","523","Cu63","3.54478798","KBSM"
"KBSM","524","Cu63","2.894267521","KBSM"
"KBSM","525","Cu63","2.530325888","KBSM"
"KBSM","526","Cu63","4.115604063","KBSM"
"KBSM","527","Cu63","3.235700754","KBSM"
"KBSM","529","Cu63","*","KBSM"
"KBSM","530","Cu63","3.900037913","KBSM"
"KBSM","531","Cu63","3.906077965","KBSM"
"KBSM","532","Cu63","3.66192373","KBSM"
"KBSM","533","Cu63","3.313595804","KBSM"
"KBSM","534","Cu63","4.921705929","KBSM"
"KBSM","535","Cu63","2.268015049","KBSM"
"KBSM","536","Cu63","3.086919671","KBSM"
"KBSM","537","Cu63","3.811762048","KBSM"
"KBSM","539","Cu63","2.864710258","KBSM"
"KBSM","540","Cu63","3.778698801","KBSM"
"KBSM","541","Cu63","5.421510205","KBSM"
"KBSM","542","Cu63","3.471410921","KBSM"
"KBSM","544","Cu63","1.991684218","KBSM"
"KBSM","545","Cu63","3.763797487","KBSM"
"KBSM","546","Cu63","4.995480157","KBSM"
"KBSM","547","Cu63","4.537925361","KBSM"
"KBSM","548","Cu63","4.048619908","KBSM"
"KBSM","549","Cu63","3.955649527","KBSM"
"KBSM","551","Cu63","*","KBSM"
"KBSM","552","Cu63","4.409693196","KBSM"
"KBSM","553","Cu63","2.674640132","KBSM"
"KBSM","555","Cu63","2.31858827","KBSM"
"KBSM","556","Cu63","*","KBSM"
"KBSM","557","Cu63","3.281966618","KBSM"
"KBSM","558","Cu63","3.485611274","KBSM"
"KBSM","559","Cu63","4.006606406","KBSM"
"KBSM","560","Cu63","4.367712035","KBSM"
"KBSM","562","Cu63","3.484581602","KBSM"
"KBSM","563","Cu63","3.020431591","KBSM"
"KBSM","564","Cu63","*","KBSM"
"KBSM","565","Cu63","3.465817424","KBSM"
"KBSM","566","Cu63","3.912365213","KBSM"
"KBSM","567","Cu63","3.724775484","KBSM"
"KBSM","569","Cu63","5.010116442","KBSM"
"KBSM","570","Cu63","2.320110528","KBSM"
"KBSM","571","Cu63","4.198640492","KBSM"
"KBSM","572","Cu63","5.870113593","KBSM"
"KBSM","573","Cu63","3.947345765","KBSM"
"KBSM","574","Cu63","3.207489406","KBSM"
"KBSM","576","Cu63","3.777697215","KBSM"
"KBSM","577","Cu63","3.71401943","KBSM"
"KBSM","578","Cu63","2.283644096","KBSM"
"KBSM","579","Cu63","3.358403718","KBSM"
"KBSM","580","Cu63","5.149089635","KBSM"
"KBSM","581","Cu63","3.53158417","KBSM"
"KBSM","583","Cu63","3.752106801","KBSM"
"KBSM","584","Cu63","4.643753347","KBSM"
"KBSM","585","Cu63","4.340033285","KBSM"
"KBSM","586","Cu63","3.280345658","KBSM"
"KBSM","588","Cu63","3.182450241","KBSM"
"KBSM","589","Cu63","4.933428979","KBSM"
"KBSM","592","Cu63","2.597059596","KBSM"
"KBSM","593","Cu63","3.916817409","KBSM"
"KBSM","594","Cu63","2.816346249","KBSM"
"KBSM","595","Cu63","4.002412612","KBSM"
"KBSM","596","Cu63","4.046447147","KBSM"
"KBSM","597","Cu63","2.916179236","KBSM"
"KBSM","598","Cu63","3.922261575","KBSM"
"KBSM","599","Cu63","*","KBSM"
"KBSM","600","Cu63","3.64626248","KBSM"
"KBSM","601","Cu63","3.448908592","KBSM"
"KBSM","602","Cu63","*","KBSM"
"KBSM","603","Cu63","*","KBSM"
"KBSM","604","Cu63","*","KBSM"
"KBSM","605","Cu63","4.049206016","KBSM"
"KBSM","606","Cu63","4.605366872","KBSM"
"KBSM","608","Cu63","2.964099195","KBSM"
"KBSM","609","Cu63","4.443209382","KBSM"
"KBSM","610","Cu63","3.715374906","KBSM"
"KBSM","611","Cu63","3.248825759","KBSM"
"KBSM","612","Cu63","3.992522264","KBSM"
"KBSM","613","Cu63","1.9665854","KBSM"
"KBSM","614","Cu63","4.006361129","KBSM"
"KBSM","618","Cu63","3.515419251","KBSM"
"KBSM","619","Cu63","2.490674879","KBSM"
"KBSM","620","Cu63","3.116778129","KBSM"
"KBSM","621","Cu63","4.170750058","KBSM"
"KBSM","622","Cu63","2.66462588","KBSM"
"KBSM","623","Cu63","*","KBSM"
"KBSM","624","Cu63","*","KBSM"
"KBSM","625","Cu63","2.640530073","KBSM"
"KBSM","627","Cu63","2.616685631","KBSM"
"KBSM","628","Cu63","3.332328281","KBSM"
"KBSM","629","Cu63","2.80959009","KBSM"
"KBSM","630","Cu63","4.521996054","KBSM"
"KBSM","632","Cu63","3.757572109","KBSM"
"KBSM","633","Cu63","2.302424158","KBSM"
"KBSM","634","Cu63","4.391752558","KBSM"
"KBSM","635","Cu63","2.267160425","KBSM"
"KBSM","636","Cu63","4.519352781","KBSM"
"KBSM","637","Cu63","4.051199774","KBSM"
"KBSM","638","Cu63","3.388696571","KBSM"
"KBSM","639","Cu63","2.401263056","KBSM"
"KBSM","640","Cu63","3.231551227","KBSM"
"KBSM","641","Cu63","3.318717536","KBSM"
"KBSM","642","Cu63","3.481805807","KBSM"
"KBSM","643","Cu63","4.524452791","KBSM"
"KBSM","644","Cu63","3.396233491","KBSM"
"KBSM","645","Cu63","*","KBSM"
"KBSM","647","Cu63","*","KBSM"
"KBSM","648","Cu63","2.857105022","KBSM"
"KBSM","649","Cu63","3.303226865","KBSM"
"KBSM","652","Cu63","2.815872302","KBSM"
"KBSM","654","Cu63","5.94327548","KBSM"
"KBSM","655","Cu63","3.041156734","KBSM"
"KBSM","656","Cu63","4.003237315","KBSM"
"KBSM","657","Cu63","4.685997432","KBSM"
"KBSM","658","Cu63","4.11038389","KBSM"
"KBSM","660","Cu63","5.798035572","KBSM"
"KBSM","661","Cu63","4.305155222","KBSM"
"KBSM","663","Cu63","4.388124233","KBSM"
"KBSM","664","Cu63","3.830680272","KBSM"
"KBSM","666","Cu63","4.758389596","KBSM"
"KBSM","667","Cu63","3.192836533","KBSM"
"KBSM","668","Cu63","2.792694486","KBSM"
"KBSM","669","Cu63","5.391230531","KBSM"
"KBSM","670","Cu63","3.427317245","KBSM"
"KBSM","671","Cu63","*","KBSM"
"KBSM","672","Cu63","5.014477425","KBSM"
"KBSM","673","Cu63","4.175440736","KBSM"
"KBSM","674","Cu63","2.993868112","KBSM"
"KBSM","675","Cu63","3.42012885","KBSM"
"KBSM","677","Cu63","*","KBSM"
"KBSM","679","Cu63","3.33612805","KBSM"
"KBSM","680","Cu63","3.964948909","KBSM"
"KBSM","681","Cu63","5.2481568","KBSM"
"KBSM","682","Cu63","3.173358425","KBSM"
"KBSM","683","Cu63","3.131866988","KBSM"
"KBSM","684","Cu63","3.236658363","KBSM"
"KBSM","685","Cu63","4.573136551","KBSM"
"KBSM","686","Cu63","3.151241383","KBSM"
"KBSM","689","Cu63","*","KBSM"
"KBSM","690","Cu63","3.385798327","KBSM"
"KBSM","691","Cu63","3.718180806","KBSM"
"KBSM","692","Cu63","5.623003584","KBSM"
"KBSM","693","Cu63","4.810168005","KBSM"
"KBSM","694","Cu63","3.549731357","KBSM"
"KBSM","695","Cu63","3.560275267","KBSM"
"KBSM","696","Cu63","2.662586501","KBSM"
"KBSM","697","Cu63","4.475731829","KBSM"
"KBSM","698","Cu63","3.058108713","KBSM"
"KBSM","699","Cu63","4.083576919","KBSM"
"KBSM","700","Cu63","3.489808825","KBSM"
"KBSM","702","Cu63","*","KBSM"
"KBSM","703","Cu63","2.547209796","KBSM"
"KBSM","704","Cu63","4.041676034","KBSM"
"KBSM","705","Cu63","5.60849042","KBSM"
"KBSM","706","Cu63","4.234344666","KBSM"
"KBSM","707","Cu63","*","KBSM"
"KBSM","708","Cu63","*","KBSM"
"KBSM","710","Cu63","3.886168615","KBSM"
"KBSM","711","Cu63","3.855074341","KBSM"
"KBSM","712","Cu63","4.863558727","KBSM"
"KBSM","713","Cu63","3.936573088","KBSM"
"KBSM","714","Cu63","*","KBSM"
"KBSM","715","Cu63","4.607019678","KBSM"
"KBSM","716","Cu63","4.991963799","KBSM"
"KBSM","718","Cu63","*","KBSM"
"KBSM","719","Cu63","1.987328854","KBSM"
"KBSM","720","Cu63","3.797970726","KBSM"
"KBSM","721","Cu63","4.945202138","KBSM"
"KBSM","722","Cu63","4.25070106","KBSM"
"KBSM","723","Cu63","*","KBSM"
"KBSM","724","Cu63","5.501709086","KBSM"
"KBSM","725","Cu63","3.088270011","KBSM"
"KBSM","726","Cu63","4.781838399","KBSM"
"KBSM","729","Cu63","2.572894436","KBSM"
"KBSM","730","Cu63","3.299086283","KBSM"
"KBSM","731","Cu63","4.196956477","KBSM"
"KBSM","732","Cu63","4.169821811","KBSM"
"KBSM","733","Cu63","4.590550848","KBSM"
"KBSM","734","Cu63","3.880083922","KBSM"
"KBSM","735","Cu63","2.318120115","KBSM"
"KBSM","736","Cu63","4.318907589","KBSM"
"KBSM","737","Cu63","3.128972133","KBSM"
"KBSM","738","Cu63","3.358959519","KBSM"
"KBSM","739","Cu63","4.653083563","KBSM"
"KBSM","740","Cu63","2.999901672","KBSM"
"KBSM","742","Cu63","4.045205845","KBSM"
"KBSM","743","Cu63","4.198085292","KBSM"
"KBSM","744","Cu63","3.71474772","KBSM"
"KBSM","745","Cu63","4.661846674","KBSM"
"KBSM","746","Cu63","3.438941725","KBSM"
"KBSM","748","Cu63","4.280589209","KBSM"
"KBSM","749","Cu63","4.252554936","KBSM"
"KBSM","750","Cu63","3.249562528","KBSM"
"KBSM","751","Cu63","2.049133626","KBSM"
"KBSM","752","Cu63","2.924869764","KBSM"
"KBSM","753","Cu63","3.462652485","KBSM"
"KBSM","755","Cu63","4.876570308","KBSM"
"KBSM","756","Cu63","3.409898465","KBSM"
"KBSM","757","Cu63","3.858694089","KBSM"
"KBSM","758","Cu63","5.483156525","KBSM"
"KBSM","759","Cu63","3.120601972","KBSM"
"KBSM","760","Cu63","4.786743815","KBSM"
"KBSM","761","Cu63","3.584288692","KBSM"
"KBSM","762","Cu63","2.274510276","KBSM"
"KBSM","763","Cu63","3.978356044","KBSM"
"KBSM","764","Cu63","3.702581411","KBSM"
"KBSM","765","Cu63","4.390167703","KBSM"
"KBSM","766","Cu63","3.414201871","KBSM"
"KBSM","767","Cu63","3.055681633","KBSM"
"KBSM","768","Cu63","3.692994972","KBSM"
"KBSM","769","Cu63","*","KBSM"
"KBSM","770","Cu63","3.906509488","KBSM"
"KBSM","771","Cu63","3.112936626","KBSM"
"KBSM","772","Cu63","6.297450872","KBSM"
"KBSM","773","Cu63","4.617839982","KBSM"
"KBSM","774","Cu63","3.670175376","KBSM"
"KBSM","775","Cu63","4.868249179","KBSM"
"KBSM","776","Cu63","2.895247122","KBSM"
"KBSM","777","Cu63","4.521381708","KBSM"
"KBSM","778","Cu63","3.488282747","KBSM"
"KBSM","779","Cu63","2.747157997","KBSM"
"KBSM","780","Cu63","3.429072108","KBSM"
"KBSM","781","Cu63","*","KBSM"
"KBSM","782","Cu63","4.269985028","KBSM"
"KBSM","783","Cu63","3.903219311","KBSM"
"KBSM","784","Cu63","4.768539227","KBSM"
"KBSM","785","Cu63","2.715913691","KBSM"
"KBSM","786","Cu63","2.540986972","KBSM"
"KBSM","787","Cu63","3.792557984","KBSM"
"KBSM","788","Cu63","5.065058238","KBSM"
"KBSM","789","Cu63","2.791726959","KBSM"
"KBSM","790","Cu63","4.867250176","KBSM"
"KBSM","792","Cu63","4.752279676","KBSM"
"KBSM","794","Cu63","2.713159426","KBSM"
"KBSM","795","Cu63","3.230239919","KBSM"
"KBSM","796","Cu63","*","KBSM"
"KBSM","797","Cu63","5.591383385","KBSM"
"KBSM","799","Cu63","*","KBSM"
"KBSM","800","Cu63","3.993897069","KBSM"
"KBSM","801","Cu63","3.567348729","KBSM"
"KBSM","802","Cu63","5.164776225","KBSM"
"KBSM","803","Cu63","4.984787637","KBSM"
"KBSM","804","Cu63","3.70854948","KBSM"
"KBSM","805","Cu63","2.2914661","KBSM"
"KBSM","806","Cu63","2.625337814","KBSM"
"KBSM","808","Cu63","4.025801328","KBSM"
"KBSM","809","Cu63","4.446511773","KBSM"
"KBSM","810","Cu63","3.198287823","KBSM"
"KBSM","811","Cu63","3.331843727","KBSM"
"KBSM","812","Cu63","4.346661937","KBSM"
"KBSM","813","Cu63","2.197815989","KBSM"
"KBSM","814","Cu63","2.580302446","KBSM"
"KBSM","815","Cu63","4.27107205","KBSM"
"KBSM","816","Cu63","2.974761887","KBSM"
"KBSM","817","Cu63","*","KBSM"
"KBSM","818","Cu63","3.062682989","KBSM"
"KBSM","819","Cu63","4.769543132","KBSM"
"KBSM","820","Cu63","2.878079266","KBSM"
"KBSM","821","Cu63","4.12388676","KBSM"
"KBSM","822","Cu63","3.842084904","KBSM"
"KBSM","823","Cu63","3.713215671","KBSM"
"KBSM","824","Cu63","3.0836400655","KBSM"
"KBSM","825","Cu63","5.234164262","KBSM"
"PKLE","1","Cu63","5.314241723","PKLE"
"PKLE","2","Cu63","4.999985517","PKLE"
"PKLE","3","Cu63","5.701764265","PKLE"
"PKLE","4","Cu63","5.958916843","PKLE"
"PKLE","5","Cu63","4.762744571","PKLE"
"PKLE","7","Cu63","3.856309822","PKLE"
"PKLE","8","Cu63","5.740114321","PKLE"
"PKLE","9","Cu63","3.915137","PKLE"
"PKLE","10","Cu63","3.665690265","PKLE"
"PKLE","11","Cu63","4.3559386","PKLE"
"PKLE","12","Cu63","5.456741532","PKLE"
"PKLE","13","Cu63","6.926001474","PKLE"
"PKLE","14","Cu63","4.627190376","PKLE"
"PKLE","15","Cu63","5.330579248","PKLE"
"PKLE","16","Cu63","6.400232347","PKLE"
"PKLE","17","Cu63","4.983984905","PKLE"
"PKLE","18","Cu63","7.711148955","PKLE"
"PKLE","19","Cu63","4.749490488","PKLE"
"PKLE","20","Cu63","6.044082032","PKLE"
"PKLE","21","Cu63","*","PKLE"
"PKLE","22","Cu63","4.462976393","PKLE"
"PKLE","23","Cu63","4.045269361","PKLE"
"PKLE","24","Cu63","*","PKLE"
"PKLE","25","Cu63","3.319322695","PKLE"
"PKLE","26","Cu63","4.907143756","PKLE"
"PKLE","27","Cu63","*","PKLE"
"PKLE","28","Cu63","5.234577756","PKLE"
"PKLE","29","Cu63","5.835689195","PKLE"
"PKLE","30","Cu63","3.269713809","PKLE"
"PKLE","31","Cu63","7.307304407","PKLE"
"PKLE","32","Cu63","3.412224914","PKLE"
"PKLE","33","Cu63","6.897003201","PKLE"
"PKLE","34","Cu63","4.435443937","PKLE"
"PKLE","35","Cu63","4.000817895","PKLE"
"PKLE","36","Cu63","6.755702214","PKLE"
"PKLE","37","Cu63","4.444241637","PKLE"
"PKLE","38","Cu63","3.451793116","PKLE"
"PKLE","39","Cu63","3.292576943","PKLE"
"PKLE","40","Cu63","5.723016143","PKLE"
"PKLE","41","Cu63","3.998871665","PKLE"
"PKLE","42","Cu63","4.02864444","PKLE"
"PKLE","43","Cu63","6.088471926","PKLE"
"PKLE","44","Cu63","5.483531667","PKLE"
"PKLE","46","Cu63","5.816255886","PKLE"
"PKLE","48","Cu63","3.663184533","PKLE"
"PKLE","49","Cu63","*","PKLE"
"PKLE","50","Cu63","*","PKLE"
"PKLE","52","Cu63","5.945291699","PKLE"
"PKLE","53","Cu63","4.553295953","PKLE"
"PKLE","54","Cu63","6.541046141","PKLE"
"PKLE","55","Cu63","6.546782876","PKLE"
"PKLE","56","Cu63","6.048079488","PKLE"
"PKLE","57","Cu63","*","PKLE"
"PKLE","58","Cu63","4.004163151","PKLE"
"PKLE","59","Cu63","*","PKLE"
"PKLE","60","Cu63","*","PKLE"
"PKLE","61","Cu63","4.207062824","PKLE"
"PKLE","62","Cu63","6.995114077","PKLE"
"PKLE","63","Cu63","4.673265372","PKLE"
"PKLE","64","Cu63","*","PKLE"
"PKLE","65","Cu63","4.31574933","PKLE"
"PKLE","66","Cu63","4.114990505","PKLE"
"PKLE","67","Cu63","2.766964862","PKLE"
"PKLE","68","Cu63","8.603772585","PKLE"
"PKLE","69","Cu63","3.993927248","PKLE"
"PKLE","70","Cu63","6.209314166","PKLE"
"PKLE","72","Cu63","3.404728693","PKLE"
"PKLE","73","Cu63","5.125236322","PKLE"
"PKLE","74","Cu63","4.871528524","PKLE"
"PKLE","75","Cu63","*","PKLE"
"PKLE","76","Cu63","3.689149067","PKLE"
"PKLE","77","Cu63","4.831575201","PKLE"
"PKLE","78","Cu63","5.415825675","PKLE"
"PKLE","79","Cu63","3.522669128","PKLE"
"PKLE","80","Cu63","6.318223243","PKLE"
"PKLE","81","Cu63","5.075570839","PKLE"
"PKLE","83","Cu63","10.41229935","PKLE"
"PKLE","84","Cu63","5.197505829","PKLE"
"PKLE","85","Cu63","3.572604799","PKLE"
"PKLE","86","Cu63","3.969897634","PKLE"
"PKLE","87","Cu63","4.029941818","PKLE"
"PKLE","88","Cu63","*","PKLE"
"PKLE","89","Cu63","2.451204985","PKLE"
"PKLE","90","Cu63","3.199456695","PKLE"
"PKLE","91","Cu63","11.65711815","PKLE"
"PKLE","93","Cu63","4.483950359","PKLE"
"PKLE","94","Cu63","*","PKLE"
"PKLE","95","Cu63","3.970049112","PKLE"
"PKLE","96","Cu63","*","PKLE"
"PKLE","97","Cu63","3.825645298","PKLE"
"PKLE","99","Cu63","4.232186224","PKLE"
"PKLE","100","Cu63","3.813648452","PKLE"
"PKLE","101","Cu63","3.95465889","PKLE"
"PKLE","102","Cu63","*","PKLE"
"PKLE","103","Cu63","*","PKLE"
"PKLE","104","Cu63","4.803573737","PKLE"
"PKLE","105","Cu63","6.990526912","PKLE"
"PKLE","106","Cu63","4.149091089","PKLE"
"PKLE","107","Cu63","5.427030139","PKLE"
"PKLE","110","Cu63","3.525685264","PKLE"
"PKLE","111","Cu63","7.879171341","PKLE"
"PKLE","112","Cu63","4.137698487","PKLE"
"PKLE","113","Cu63","4.279512673","PKLE"
"PKLE","114","Cu63","3.637335295","PKLE"
"PKLE","115","Cu63","3.779548628","PKLE"
"PKLE","116","Cu63","*","PKLE"
"PKLE","117","Cu63","4.297719816","PKLE"
"PKLE","118","Cu63","3.33940779","PKLE"
"PKLE","119","Cu63","4.859028838","PKLE"
"PKLE","120","Cu63","*","PKLE"
"PKLE","122","Cu63","5.075544166","PKLE"
"PKLE","123","Cu63","5.578368242","PKLE"
"PKLE","125","Cu63","4.089878177","PKLE"
"PKLE","126","Cu63","4.545229182","PKLE"
"PKLE","127","Cu63","3.949142757","PKLE"
"PKLE","128","Cu63","3.363504808","PKLE"
"PKLE","130","Cu63","5.966401329","PKLE"
"PKLE","131","Cu63","3.529140573","PKLE"
"PKLE","132","Cu63","*","PKLE"
"PKLE","134","Cu63","2.633791369","PKLE"
"PKLE","135","Cu63","3.441686336","PKLE"
"PKLE","136","Cu63","*","PKLE"
"PKLE","137","Cu63","3.42542054","PKLE"
"PKLE","138","Cu63","5.501170948","PKLE"
"PKLE","139","Cu63","5.012586245","PKLE"
"PKLE","142","Cu63","4.042133607","PKLE"
"PKLE","143","Cu63","8.954845301","PKLE"
"PKLE","144","Cu63","4.184795499","PKLE"
"PKLE","145","Cu63","8.350169332","PKLE"
"PKLE","146","Cu63","5.504341034","PKLE"
"PKLE","147","Cu63","*","PKLE"
"PKLE","148","Cu63","5.607012015","PKLE"
"PKLE","150","Cu63","5.706415149","PKLE"
"PKLE","151","Cu63","4.096279563","PKLE"
"PKLE","152","Cu63","*","PKLE"
"PKLE","153","Cu63","3.162024959","PKLE"
"PKLE","154","Cu63","*","PKLE"
"PKLE","155","Cu63","4.405524783","PKLE"
"PKLE","156","Cu63","4.961012117","PKLE"
"PKLE","157","Cu63","2.939619813","PKLE"
"PKLE","158","Cu63","5.137780734","PKLE"
"PKLE","159","Cu63","*","PKLE"
"PKLE","161","Cu63","2.953095033","PKLE"
"PKLE","163","Cu63","*","PKLE"
"PKLE","164","Cu63","4.138107545","PKLE"
"PKLE","166","Cu63","3.062305125","PKLE"
"PKLE","167","Cu63","5.424532785","PKLE"
"PKLE","168","Cu63","3.6989944","PKLE"
"PKLE","169","Cu63","6.02923744","PKLE"
"PKLE","170","Cu63","4.500761459","PKLE"
"PKLE","171","Cu63","4.914084557","PKLE"
"PKLE","172","Cu63","6.083234034","PKLE"
"PKLE","173","Cu63","4.097292277","PKLE"
"PKLE","174","Cu63","3.499826235","PKLE"
"PKLE","175","Cu63","4.208732122","PKLE"
"PKLE","176","Cu63","5.413974811","PKLE"
"PKLE","177","Cu63","4.670190584","PKLE"
"PKLE","178","Cu63","7.054422366","PKLE"
"PKLE","180","Cu63","*","PKLE"
"PKLE","181","Cu63","*","PKLE"
"PKLE","182","Cu63","3.76910242","PKLE"
"PKLE","184","Cu63","9.589863935","PKLE"
"PKLE","185","Cu63","7.97745262","PKLE"
"PKLE","186","Cu63","*","PKLE"
"PKLE","187","Cu63","6.495715146","PKLE"
"PKLE","188","Cu63","6.950351509","PKLE"
"PKLE","189","Cu63","3.730154957","PKLE"
"PKLE","190","Cu63","*","PKLE"
"PKLE","191","Cu63","4.376153234","PKLE"
"PKLE","192","Cu63","*","PKLE"
"PKLE","193","Cu63","5.164641346","PKLE"
"PKLE","194","Cu63","10.06900004","PKLE"
"PKLE","195","Cu63","5.60977122","PKLE"
"PKLE","196","Cu63","*","PKLE"
"PKLE","197","Cu63","6.591720918","PKLE"
"PKLE","198","Cu63","4.183493324","PKLE"
"PKLE","199","Cu63","6.516720572","PKLE"
"PKLE","200","Cu63","4.085218383","PKLE"
"PKLE","201","Cu63","4.307355807","PKLE"
"PKLE","203","Cu63","4.479047798","PKLE"
"PKLE","204","Cu63","6.630281236","PKLE"
"PKLE","205","Cu63","4.802432623","PKLE"
"PKLE","207","Cu63","8.58331707","PKLE"
"PKLE","208","Cu63","3.688367168","PKLE"
"PKLE","209","Cu63","4.273205105","PKLE"
"PKLE","210","Cu63","4.897396246","PKLE"
"PKLE","211","Cu63","5.314591031","PKLE"
"PKLE","212","Cu63","*","PKLE"
"PKLE","213","Cu63","5.889496358","PKLE"
"PKLE","214","Cu63","3.915916687","PKLE"
"PKLE","215","Cu63","4.710454382","PKLE"
"PKLE","216","Cu63","3.233453357","PKLE"
"PKLE","217","Cu63","4.735097885","PKLE"
"PKLE","218","Cu63","4.219071167","PKLE"
"PKLE","219","Cu63","*","PKLE"
"PKLE","220","Cu63","4.454649434","PKLE"
"PKLE","221","Cu63","7.503520863","PKLE"
"PKLE","222","Cu63","5.944542456","PKLE"
"PKLE","223","Cu63","*","PKLE"
"PKLE","224","Cu63","3.384471028","PKLE"
"PKLE","225","Cu63","6.343448023","PKLE"
"PKLE","226","Cu63","4.605395257","PKLE"
"PKLE","227","Cu63","5.422252312","PKLE"
"PKLE","228","Cu63","3.683948831","PKLE"
"PKLE","229","Cu63","4.411393287","PKLE"
"PKLE","230","Cu63","3.809553202","PKLE"
"PKLE","231","Cu63","6.851688008","PKLE"
"PKLE","232","Cu63","3.767059346","PKLE"
"PKLE","233","Cu63","*","PKLE"
"PKLE","234","Cu63","4.493185055","PKLE"
"PKLE","235","Cu63","11.65629276","PKLE"
"PKLE","236","Cu63","6.236842619","PKLE"
"PKLE","237","Cu63","5.533522261","PKLE"
"PKLE","238","Cu63","*","PKLE"
"PKLE","239","Cu63","5.79748949","PKLE"
"PKLE","240","Cu63","*","PKLE"
"PKLE","241","Cu63","*","PKLE"
"PKLE","242","Cu63","2.644929911","PKLE"
"PKLE","243","Cu63","3.896666318","PKLE"
"PKLE","244","Cu63","5.296978894","PKLE"
"PKLE","245","Cu63","4.288366098","PKLE"
"PKLE","246","Cu63","6.059497322","PKLE"
"PKLE","247","Cu63","4.035153876","PKLE"
"PKLE","248","Cu63","9.617177555","PKLE"
"PKLE","249","Cu63","3.569761576","PKLE"
"PKLE","250","Cu63","5.795597027","PKLE"
"PKLE","251","Cu63","*","PKLE"
"PKLE","252","Cu63","5.692345558","PKLE"
"PKLE","253","Cu63","*","PKLE"
"PKLE","254","Cu63","5.479185928","PKLE"
"PKLE","255","Cu63","2.498184511","PKLE"
"PKLE","256","Cu63","3.658983545","PKLE"
"PKLE","257","Cu63","4.888106295","PKLE"
"PKLE","258","Cu63","*","PKLE"
"PKLE","259","Cu63","8.340089437","PKLE"
"PKLE","260","Cu63","6.937227753","PKLE"
"PKLE","261","Cu63","2.928806572","PKLE"
"PKLE","262","Cu63","*","PKLE"
"PKLE","263","Cu63","6.077781975","PKLE"
"PKLE","264","Cu63","5.938921086","PKLE"
"PKLE","265","Cu63","6.225834038","PKLE"
"PKLE","267","Cu63","7.786582065","PKLE"
"PKLE","268","Cu63","*","PKLE"
"PKLE","269","Cu63","*","PKLE"
"PKLE","270","Cu63","3.025232112","PKLE"
"PKLE","271","Cu63","*","PKLE"
"PKLE","272","Cu63","4.54091511","PKLE"
"PKLE","273","Cu63","3.925864539","PKLE"
"PKLE","274","Cu63","2.644313255","PKLE"
"PKLE","275","Cu63","4.493715761","PKLE"
"PKLE","276","Cu63","*","PKLE"
"PKLE","277","Cu63","5.771861964","PKLE"
"PKLE","278","Cu63","*","PKLE"
"PKLE","279","Cu63","3.545312324","PKLE"
"PKLE","281","Cu63","6.314621505","PKLE"
"PKLE","282","Cu63","*","PKLE"
"PKLE","283","Cu63","*","PKLE"
