"SITE","LINE","B","Na","Mg","Al","P","K","Ca","Mn","Fe","Co","Cu","Zn","As","Se","Rb","Sr","Mo","Cd"
"MO","40",3.442658095,26.47112872,1461.917911,88.5151879,495.4824266,64683.21094,1720.979403,101.80332,39.52935633,0.133731187,9.605134808,11.87211907,0.009478244,0.041876753,2.212602968,9.402108127,0.06146651,0.016373063
"MO","400",2.06323007,18.32764963,898.5507317,75.44446712,390.1669318,70516.51486,1121.429754,59.79820018,30.88559118,0.070841857,5.601714549,9.952153433,0.013027432,0.045140231,1.995327446,6.432328336,0.02964126,0.004730289
"MO","402",2.141036862,15.57716902,977.1611217,64.46387938,647.5270147,96593.76849,1051.20441,90.26492481,28.04728584,0.443511701,8.065707308,17.03437351,0.009293044,NA,NA,7.991970761,0.052733809,0.04033273
"MO","403",4.181984348,35.11194506,1542.194088,75.78978688,646.5652277,95201.20917,1402.129046,131.0666515,34.8088553,0.448544213,12.8218334,19.46020046,0.000815335,NA,4.678390042,8.995877769,0.051317687,NA
"MO","404",3.426442417,19.90430726,1004.938207,71.91242932,416.1483467,73548.78744,1385.702667,60.97159609,28.35375004,0.120591179,7.002950627,10.31825134,0.013064191,0.02321575,1.600910506,6.375129095,0.081642654,0.009607307
"MO","405",1.897208063,36.92053897,921.7877778,54.0426242,407.1853988,49637.78322,1146.47656,56.89099143,35.82790908,0.045107729,3.248119624,6.425230477,0.003556097,NA,2.218232429,6.851371209,0.037986475,0.021641749
"MO","406",2.720796071,20.95448004,1115.104041,44.29953106,293.4472204,108439.3802,969.798346,65.87099461,27.60560866,0.074029885,5.691112482,7.906841172,0.017019324,0.03634781,3.152971023,5.305102687,0.051987206,0.009551308
"MO","407",1.932589626,14.9313513,995.0062905,77.73475904,524.8285724,78278.73331,1705.91485,54.42347462,44.19157646,0.049866251,6.881236712,10.1506302,0.011820633,0.047691546,1.597939799,9.623233827,0.037669555,0.006594612
"MO","408",2.244077139,56.25033614,1336.419726,68.08738723,686.9431885,107894.3462,1518.20967,64.24149779,50.92131506,0.070295431,5.596917353,13.89840024,0.011981564,0.053360213,2.726497416,8.443310861,0.056509525,0.003683919
"MO","409",2.133767895,11.78393668,1589.123716,106.6697305,864.1543,57399.2713,1897.977105,90.45874126,36.77489858,0.410807947,12.88341585,16.5061049,0.011246779,NA,2.149867927,11.8250999,0.048655371,0.039037161
"MO","41",1.958580905,20.84807603,882.6807245,64.27588433,535.1177615,75707.99174,1733.332502,52.39702751,44.79112468,0.054738123,3.798143017,NA,0.01280097,0.025889526,2.039351133,7.497163843,0.042847958,0.010381012
"MO","410",2.1572313,44.80946559,1456.060198,63.54252342,336.1922573,52838.05331,1236.227212,79.6153489,38.18479268,0.142815355,3.678772579,7.081270463,0.008496815,NA,1.916305966,7.381475739,0.03236913,0.024471665
"MO","411",4.020437137,20.48292761,1316.635039,80.2058737,579.6819533,72695.64943,1339.160529,95.75174208,39.62947314,0.103680119,8.195549688,10.46830358,0.005865161,NA,3.275167395,9.485877992,0.040146604,0.016815817
"MO","412",1.662844718,34.81068497,701.8257225,129.3632888,530.5566104,112439.5311,832.1909972,40.25048318,49.29188997,0.298595827,10.58948359,6.920046729,0.027586916,0.034036291,2.123988256,4.498504503,0.048869112,0.003259266
"MO","413",0.8613685,36.3108894,948.5888529,62.36752288,222.9193625,14896.28814,1076.903236,51.04011481,16.60085055,0.057962342,4.553043728,6.78204832,NA,NA,1.298499575,6.670845719,0.034595832,0.024036774
"MO","414",3.329082805,38.33588407,960.5890415,66.11433367,440.9148132,54513.95666,1156.7135,63.85393788,28.2913188,0.106681465,7.802877376,7.320484677,0.008548809,NA,2.575032784,6.492574826,0.063858201,0.026219742
"MO","415",2.844274693,24.39993573,1081.517135,77.11377273,622.480518,62868.75871,1099.925294,114.1248124,25.50057833,NA,7.217123898,12.4212234,0.021103571,NA,2.943367866,6.50244933,0.06963153,NA
"MO","417",2.379092976,21.12178393,1164.979638,77.82615912,332.1612109,60422.99883,1777.92382,102.3134996,33.67339632,0.142546707,11.52302548,5.884747787,0.007469071,NA,2.726114009,11.20964679,0.047946942,0.027496696
"MO","418",3.525429994,24.3700076,1121.042198,92.23070329,417.1876407,118273.195,1601.220639,67.61930956,51.71161197,0.112895182,8.017679761,17.74017984,0.020269631,0.06411568,1.975183286,9.363130262,0.053426527,0.005237865
"MO","419",4.644122732,30.90516891,1233.480454,59.92116785,899.6678479,58544.82968,1124.64976,78.05823535,36.37329273,0.128387771,9.12935358,13.93474814,0.009895015,NA,2.364191633,6.188453159,0.083223085,0.024093443
"MO","420",3.651585032,NA,980.6478575,75.83014446,364.8211395,62518.72207,1400.377942,60.15625866,36.20180033,0.090781601,8.117900186,11.2080752,0.014658482,NA,2.540173139,7.241559363,0.108815508,0.023778085
"MO","421",2.363958666,14.13489269,1047.08684,79.72192848,907.0965218,54235.65058,1682.129068,136.7691703,37.52642333,0.143244393,10.16960607,16.62724043,0.014441421,0.006988518,2.419230358,10.67625733,0.059414077,0.02361788
"MO","422",1.973799326,NA,865.2606834,59.55751536,478.3492322,80431.80913,1070.639056,38.66908365,29.01506568,0.147746699,7.004207395,9.511238104,0.011470255,0.04809171,1.773099325,5.916939255,0.047724456,0.014290074
"MO","423",0.744626021,22.75949467,817.3381113,116.1788411,368.2810132,36551.57177,1113.47857,67.24973575,26.75863521,0.15339045,8.629753612,12.23796268,NA,NA,2.992875964,7.678217868,0.044415808,0.016078341
"MO","424",1.816924875,29.36716436,934.1535205,64.94481184,340.8117393,59405.44019,1429.681461,123.6177626,34.51464671,0.179622243,8.504846896,9.736440337,0.002664926,NA,2.056381853,10.24515465,0.07482106,0.026616864
"MO","425",4.916584608,18.62294287,1332.831418,79.57133726,429.9063229,50368.17377,1883.525611,95.27799167,21.10821513,0.24059397,11.00481583,15.74542739,NA,NA,3.457507052,11.91296854,0.055535049,0.019863089
"MO","426",1.963874215,18.27890208,837.0954216,83.45668429,622.9233291,60751.34081,1703.991068,100.3313022,28.83615893,0.135667772,10.52176764,NA,0.010481214,NA,2.775224422,9.094818567,0.081462108,0.01946867
"MO","428",2.192113502,22.9101949,1181.6063,91.02494629,591.1084182,74064.55646,1437.135764,96.50669051,40.79419107,0.118272203,8.626467198,NA,0.023849407,0.026302908,2.546313922,8.122788251,0.045512201,0.007892465
"MO","429",3.170841425,11.08312994,NA,69.01210429,564.2394586,28835.57649,1295.624644,75.28539513,22.66744066,0.28827737,10.26103096,9.635523695,0.004907974,NA,1.694445753,10.63348213,0.041437538,0.052469952
"MO","43",NA,30.95092326,1175.841258,79.01816107,374.546803,38661.5654,1231.877566,56.67454182,16.03039031,0.420686591,11.99286073,9.641080303,NA,NA,4.29048603,9.512646274,0.050480858,0.021706702
"MO","431",3.406117912,14.70327306,1405.927233,64.64032233,400.9861722,62736.64824,1108.573224,139.7628851,29.95876929,0.157991827,9.193409489,9.827803449,0.002414156,NA,2.454376299,7.713999695,0.044138627,0.027015866
"MO","432",2.466574563,22.80328671,1399.721505,96.19124491,531.5615762,98573.14134,1839.731345,76.55952073,37.30952251,0.251244949,10.0980682,15.0404596,0.014281872,NA,3.326699624,10.81301139,0.057027105,0.019534061
"MO","433",1.906958344,18.68813718,1480.189907,68.26179287,438.7815574,49846.23963,1274.279541,96.13135376,42.43999468,0.065137857,4.449912831,12.34278945,0.01578547,NA,1.661760263,8.309727331,0.040213321,0.053423212
"MO","435",3.166742026,10.48342732,1085.579642,76.88185073,457.8491204,34814.66412,1554.872506,129.3806986,23.71788034,0.22709728,10.49286054,11.20166264,NA,NA,3.405867164,10.47599508,0.079209811,0.036336353
"MO","436",2.205844048,10.45509793,1071.033265,57.37027081,315.5779346,28973.67854,1507.171736,106.6024836,28.13738997,0.111329748,8.808357363,7.83980058,0.010205228,NA,1.588879539,10.14842145,0.034103127,0.033244088
"MO","437",1.993616454,13.38644255,1232.373401,90.63102546,470.2262925,45892.41436,1968.863728,88.100138,38.60618338,0.170353536,9.092899278,NA,0.013454053,NA,1.617762644,8.74614967,0.076959874,0.014342386
"MO","438",NA,17.87590447,1220.993558,65.92650217,250.754146,10159.78163,1177.396484,97.81208194,15.86812868,0.053388708,7.888701607,13.95378346,NA,NA,1.035359114,8.499280286,0.026738924,0.065429937
"MO","439",NA,58.18837576,1221.160103,45.09671651,238.5988619,31765.25886,1144.695526,112.0642115,7.597045184,0.128862309,7.778548114,7.029524249,NA,NA,3.595572791,9.577590352,0.027528929,0.033466264
"MO","44",1.96174462,18.56137815,1139.575996,62.19490499,353.4735222,23938.74305,1122.283916,147.1466739,16.69866542,0.159153399,9.193650739,11.46786747,NA,NA,1.508472377,7.615223883,0.056563591,0.058833558
"MO","442",2.228407758,31.53535625,1304.924462,64.74190123,761.9886989,104746.3821,2131.374702,79.23313326,38.93529731,0.138668422,7.901209873,NA,0.019652603,0.055495814,2.287730057,11.34131132,0.031086604,0.00958664
"MO","443",4.268699779,16.97519456,1416.869781,55.11280906,524.3012306,51929.54615,1063.297185,62.87460766,22.54952554,0.090874562,8.518345701,7.138099264,0.008233789,NA,2.085548049,7.921597499,0.044626931,0.031536232
"MO","444",2.296020298,22.52539905,799.3860981,59.34467483,486.2062438,79490.12511,797.0696132,47.31761093,25.92315668,0.083923425,7.081025757,9.887996108,0.009405219,0.03733072,2.931862094,3.602899629,0.102206443,0.002877414
"MO","445",3.557744762,NA,1464.194605,75.26700774,434.2725185,30153.65976,1350.551766,62.17445135,18.29783752,0.13051922,6.122997101,10.04374102,0.003202007,NA,1.874422871,8.237427649,0.056903101,0.050595987
"MO","446",1.899024443,11.51370699,1696.129607,78.21251914,616.0367393,93343.60283,1966.224043,124.0507207,42.69856341,0.235152341,6.097428053,9.034737666,0.028451492,0.024479126,2.30475927,13.82597634,0.042325173,0.02563115
"MO","447",2.409718238,46.76968607,1299.219497,98.03635292,785.3452582,37628.12537,1626.684823,100.6642313,38.0531822,0.104322825,12.16149654,21.74781462,0.01456947,0.035498398,3.259956002,9.895004048,0.046683619,0.00862589
"MO","448",2.226285761,31.64046479,772.8541379,59.6247252,360.9264704,97806.85852,815.3515285,83.26390766,31.25627229,0.10268063,7.080277043,6.725600259,0.01286926,0.024844863,2.36743621,5.439239773,0.033032044,0.009602854
"MO","449",3.159184614,21.37213577,1203.48975,69.21951416,537.2650905,62289.23052,1576.027354,127.8811538,37.55067559,0.159409752,10.65785017,15.91444247,0.012285486,NA,2.024508669,10.98337395,0.054321627,0.036302347
"MO","450",1.90603682,22.08546146,1141.339621,67.18400852,657.7891978,63653.5836,1212.64464,92.72781486,30.83883409,0.162444033,9.928799282,12.07003469,0.009527812,NA,2.771600532,8.445509806,0.064132851,0.023769818
"MO","451",4.218832765,12.56038814,1123.846705,66.92675082,326.7364458,44706.98959,1232.80892,114.9889403,37.1154729,0.094092903,8.382689848,11.57555286,0.014100221,NA,1.840228452,9.238816628,0.073665935,NA
"MO","452",0.937718612,11.09157053,1204.337027,47.89047026,326.9629692,54380.58209,1209.594139,59.7760475,34.09028824,NA,NA,11.66228383,0.006596323,NA,3.306658974,8.14238331,0.086320026,0.017748992
"MO","453",1.796513428,NA,1100.598692,87.89327433,527.9831369,71964.9945,1432.542065,98.53395824,35.83397367,0.101299571,7.580869775,12.1660991,0.021117211,0.059130582,2.420609658,8.974592114,0.051512829,0.009908337
"MO","454",NA,24.06162389,1083.751727,51.20158469,128.4910556,28514.2063,1331.1444,122.1680114,7.879113826,0.163044862,10.60829898,9.174668886,NA,NA,2.931882066,10.32546427,0.035205172,0.030768139
"MO","455",2.443933255,40.60902727,767.6677499,59.89977707,509.8755878,95797.04432,1087.710792,36.03040093,27.83300782,0.064318535,6.914062702,6.245020669,0.016883684,0.032548528,2.387020967,5.270829608,0.050317834,0.004870592
"MO","456",3.677821671,NA,976.7199034,87.95329348,545.4910959,112260.9541,1324.947355,50.60119441,50.88764089,0.117043806,8.634378422,NA,0.020545371,0.024681213,2.426670284,5.717411878,0.058736175,0.003330326
"MO","458",3.27111523,13.61286509,1340.607621,79.10571134,389.4752516,71173.91264,1156.910926,124.4164788,28.68851756,0.133811738,8.454077541,18.85651651,0.007520278,NA,2.722086846,7.361352643,0.034555979,0.032877301
"MO","459",1.627524171,54.17858643,1048.064417,115.3113637,553.5402773,84601.21106,1679.494209,92.00544955,38.72033205,0.19869881,15.09197065,12.32731516,0.019472926,NA,2.99006029,11.2842809,0.067502844,0.019380547
"MO","46",5.189288597,20.6705786,1079.137742,85.57444916,756.3636634,51800.38243,1214.450793,131.054204,28.80815117,0.137980871,11.43664081,NA,0.006058792,NA,3.237828513,7.346710516,0.079868297,0.020393053
"MO","460",2.895397134,34.10774006,1083.744957,89.69612093,506.8972766,88790.92686,1388.562635,70.8526381,33.09925435,0.109807008,8.787676308,7.9769998,0.020378647,0.034596526,2.154370163,8.932460039,0.055224383,0.012532071
"MO","461",2.895740906,70.19911784,998.1215578,57.33688289,310.3516212,61891.50332,1263.912369,82.54623126,27.90626145,NA,7.391142519,6.198319129,0.015887257,0.041806033,1.368183038,7.674399222,0.049682819,0.013508162
"MO","462",1.911782581,16.64289211,1084.790935,93.3299289,547.1148625,66335.96231,1228.04123,105.0090484,NA,NA,12.30479839,17.04537374,0.024952754,0.044357765,1.944346017,7.699110673,0.081950615,0.015385454
"MO","463",1.491134488,18.40758348,1351.330123,49.95184669,616.909059,211.3580492,1469.548218,55.25762194,32.80930496,0.05187166,4.691117455,6.633988391,0.019452356,0.027030717,2.651660645,7.264600732,0.082982704,0.00319487
"MO","464",3.094072017,41.83538807,903.1981978,46.01641473,249.7800214,58730.14112,945.8406371,113.4719899,22.99182099,0.178119886,7.710565541,11.89348125,0.010064014,NA,2.522761309,5.756269975,0.041202103,0.029782604
"MO","465",3.754730519,23.09717782,970.9410463,121.3023156,481.5249865,38953.44585,1573.693077,70.65414583,42.63949658,0.305999056,12.32638563,14.01744804,NA,NA,1.603236291,8.051001292,0.054078009,0.007747211
"MO","466",2.560777396,NA,1050.782247,74.5989602,554.0677263,83265.8941,NA,57.54071833,37.17885935,0.208619775,8.38047011,NA,0.018148173,0.034478447,2.150320676,8.930278998,0.066166971,0.01025016
"MO","468",NA,31.14280032,881.3225317,69.70723194,678.3226535,83184.0047,1108.54431,50.57227431,33.01380539,0.031494777,3.018774447,6.868855801,0.015500652,NA,2.755627695,8.136987622,0.054324975,0.013648458
"MO","470",0.712391614,NA,985.5290833,108.1570185,538.2092435,39922.08885,1526.114069,127.6905023,NA,NA,NA,24.30674579,NA,NA,2.887565197,9.629306967,0.06649334,0.045848955
"MO","471",NA,47.91483066,1120.125106,125.5145514,311.1727437,49657.98152,1465.458375,115.632747,51.07478277,NA,12.4918584,10.14514917,0.01378738,NA,2.238607703,9.737963427,0.057838842,0.037358117
"MO","472",2.6049383,43.77531885,996.1758736,93.7571201,266.4146575,46317.39836,1970.244225,74.53870555,52.56757088,0.041034649,3.617808478,6.409183134,0.014389382,0.035778501,1.527425744,10.1351132,0.075691226,0.021589832
"MO","473",3.55576866,38.50919042,1188.032505,54.43788749,418.3179226,82884.9849,866.9589777,64.68418382,37.26062772,0.077733026,5.044158829,11.39589557,0.017825822,0.056421965,3.130698946,5.942242982,0.04081424,0.013676108
"MO","474",NA,12.32645198,1566.646567,53.20672507,728.8354226,36318.95082,1347.661184,89.45900758,13.84232046,0.139123423,9.025208945,11.37664551,NA,NA,3.533323187,8.582866674,0.04760021,0.028791884
"MO","475",1.579781945,NA,1085.638008,61.07516786,559.0799844,113541.9238,1425.447109,70.42020552,31.00205316,0.112199834,9.400065932,14.44981972,0.008439523,NA,3.53126543,9.755309781,0.068078096,0.019271057
"MO","476",2.324031316,23.54925856,1256.464561,74.4207303,388.4591943,50326.69439,1359.224146,89.77393277,33.36296245,0.16078919,11.1178283,14.04307858,0.001197229,NA,2.024780775,8.991173999,0.065991855,0.041009616
"MO","477",NA,13.92410888,1661.181781,70.94021882,494.4621353,42104.33931,1271.036072,49.2473009,16.68520807,0.202017063,6.252772203,6.933533706,NA,NA,2.581552208,8.629909611,0.041300283,0.018074239
"MO","479",1.969646108,28.62830335,994.3024682,93.38478016,469.906423,89366.40691,1117.601924,82.63766749,45.59331795,NA,17.4322154,13.24993552,0.020789914,NA,2.691416351,6.149746257,0.082419118,0.031535267
"MO","48",1.932423247,17.9618518,1077.691052,74.3303273,274.1177568,36054.09021,1339.467274,71.87952568,20.30893771,0.194953348,7.377215611,13.87998517,NA,NA,3.917332302,7.316179914,0.07559543,0.007960743
"MO","480",3.101848537,10.66141308,977.2280318,91.59306442,184.0363883,38220.347,1964.738847,132.6865002,63.15299045,0.357844074,11.74387187,7.52486034,0.013164599,NA,1.965129407,13.16463656,0.088448503,NA
"MO","482",2.489294808,15.26822174,897.1141529,45.81106221,375.1232787,57102.83535,1162.836077,81.66842844,26.84468039,0.10504827,7.56722759,7.3444917,0.013334877,NA,1.441875805,7.740464807,0.056642111,0.021435873
"MO","483",2.400368381,31.74697235,943.1592418,107.2147466,1063.850473,92059.30351,992.059434,70.62688068,48.47586236,0.187260445,10.0079483,9.669866733,0.015696342,0.032120348,2.976472031,5.808173347,0.046324333,0.006876435
"MO","484",2.182007124,22.59721206,1027.18834,98.02487457,327.5656448,72183.21687,1628.530082,64.32874098,43.61460113,0.199143253,9.205639404,8.780877599,0.024002832,0.049941687,1.434361503,10.67107661,0.043255053,0.010438006
"MO","485",2.294104968,34.47260564,1098.032883,65.19331335,357.0597235,81292.3554,1322.577259,43.87733869,38.54917789,0.075615216,3.310626449,6.104176182,0.010774021,NA,3.294534613,6.625158634,0.047247551,0.023447245
"MO","486",1.996606963,19.09645617,1135.420048,79.9959093,642.5240826,66146.88284,2337.151187,113.1058208,28.5248149,NA,8.586711757,8.270504708,NA,NA,2.747135674,NA,0.0832245,0.027911213
"MO","487",4.988441763,NA,1299.012844,80.63860929,NA,59156.3244,1625.038069,72.98980539,35.21647628,0.317820792,13.84260809,NA,0.00269516,NA,3.449120756,8.60236725,0.083710906,0.027210395
"MO","488",0.537992802,53.08290984,1448.36314,109.2304896,969.0599469,44720.85472,1303.055316,87.67536455,37.72875532,0.43553281,15.34786579,19.49618357,0.002721222,NA,2.39279516,9.742765428,0.071702339,0.014107585
"MO","489",2.108040911,49.32439316,1157.162476,70.54286502,276.2630338,49360.02645,975.5165604,85.62327699,39.73085867,0.056156212,5.373486275,9.575630433,0.007232034,NA,2.394067654,6.621586782,0.040991707,0.047412536
"MO","49",2.545009277,21.03125121,1207.834174,90.90712366,471.1408988,64606.40122,1265.869025,61.7702116,38.41666605,0.102035594,9.566940262,7.061266151,0.007187238,NA,2.378061503,7.910114623,0.049842585,0.026328409
"MO","491",2.30874289,16.42669944,1147.851984,NA,598.0809187,103928.4823,1538.460661,74.7822677,NA,NA,11.25473651,16.72441865,0.027490421,0.056902678,2.632751789,9.487497854,0.083163687,0.008548842
"MO","492",2.194341094,26.74182612,780.0318639,65.07026435,317.6971008,68916.97887,1177.391679,93.01910017,35.92111155,0.0812579,8.496357584,10.3644128,0.012945227,0.037122583,2.645926321,7.74499477,0.077922006,0.009484099
"MO","494",1.443971528,28.69685211,991.4743799,80.16955969,672.0505968,125183.2922,1230.205623,57.08177832,44.38141375,0.109639855,8.579572528,11.57416667,0.015162367,0.039290329,2.405423186,5.851306228,0.079388732,0.005222509
"MO","496",1.291788045,24.69318181,1205.516903,88.13028726,339.4481079,55411.53623,1005.729039,93.10343117,19.618952,0.125903023,7.736608363,14.46376808,NA,NA,2.816521035,6.662591845,0.040347907,NA
"MO","497",2.771339681,21.78498975,1009.05405,57.33088043,168.5554089,19071.36798,1029.773092,57.31124712,14.74364497,0.209409991,7.025939426,6.926789324,NA,NA,1.909438014,7.24375113,0.03649374,0.065403002
"MO","498",2.734780321,17.74990205,1090.205126,93.5025084,715.0579386,97247.79601,1696.362364,100.8865442,37.46612006,0.29304246,10.71527967,8.969641575,0.017443457,NA,3.106100427,10.68866319,0.073803096,0.016697842
"MO","499",2.780574958,35.60513008,1028.872399,82.87223224,367.7121291,72585.91637,1329.289499,92.85222985,19.74351584,0.163662145,8.111877533,NA,NA,NA,2.911409673,6.387621792,0.045183356,0.006267067
"MO","5",NA,11.33641544,1046.739036,81.18737127,496.1799693,41374.86769,1691.455669,90.00071572,30.35579557,NA,11.04270457,18.18431635,0.001038848,NA,2.242107673,8.964360342,0.061385184,0.019053163
"MO","50",3.075538783,24.06050439,1104.702554,57.08591766,439.3555835,93287.79038,1494.654848,85.97143663,41.79409538,0.203099792,6.006164467,11.02004622,0.020347587,NA,2.768507944,8.397517366,0.082570591,0.036219715
"MO","500",2.218957385,21.48412229,1363.353953,103.5946789,828.3586648,62847.94229,1435.562834,65.06865091,43.60607834,0.263898314,12.57075544,12.21239646,0.013510511,NA,1.922419497,8.095479496,0.096050174,0.047808353
"MO","501",2.476412801,14.21643021,1348.482458,82.97203984,637.2084479,53448.80601,1718.944631,126.4501657,24.10577706,0.129279574,8.484466155,17.09018067,0.002299528,NA,2.898541262,10.33877823,0.085037166,0.042598854
"MO","502",3.13886709,29.97312361,1089.207601,69.37141813,738.8973787,82378.52461,1195.841323,40.26192682,28.98601641,0.088357904,6.864210981,NA,0.014698986,0.035560254,2.734389134,5.329614418,0.079440322,0.007056173
"MO","503",1.814273387,22.51106371,1030.486066,52.6209965,402.5809568,67887.80221,2283.033297,58.3464326,36.28517405,0.108351681,6.098417439,NA,0.019278153,0.050448203,1.545824157,8.99985404,0.048241304,0.015645972
"MO","505",2.355204816,27.85299798,1318.891769,93.07159677,221.9682503,35021.01866,1451.881045,83.63265802,46.42272817,NA,12.34993274,11.28363868,0.018615734,NA,1.508434808,7.1799498,0.052104082,0.040614574
"MO","506",3.91072386,13.80042924,1175.945706,83.27282022,619.9539042,49636.47877,1425.8365,60.51975954,35.49945708,0.116808586,11.24637785,18.20473899,0.008431825,NA,1.895474326,7.5974804,0.082785045,0.017087113
"MO","507",2.633215281,11.03911784,1246.233195,65.82554298,425.7307969,80161.67082,1747.393736,106.4208155,34.96201015,0.125729771,8.590223045,11.57616183,0.02350611,0.058145009,2.958687848,13.6974154,0.037184353,0.010256576
"MO","508",1.314252803,41.27108008,1745.417664,99.58273566,304.055958,58258.16313,1909.622842,66.7936896,28.17414784,NA,8.558548918,6.36446237,0.001772363,NA,3.445347739,12.01903457,0.057663672,0.048960916
"MO","511",2.776520077,18.41986426,1077.874063,70.38153192,231.444984,39788.8555,1433.681462,51.04752248,24.7467278,0.085669642,5.81560208,6.258992984,0.001159748,NA,1.793039964,7.959066001,0.042569609,0.023560348
"MO","512",3.300302093,70.34418549,944.6856139,53.46268637,338.5473038,53594.97498,1137.265893,76.28155907,46.34540135,0.070848269,4.388809163,7.239121071,0.009163577,NA,1.659106428,6.380080394,0.082516305,0.023381667
"MO","514",2.726906878,19.05038126,1147.901861,54.59752716,313.6040768,46857.15595,1555.269992,74.01067884,36.29682785,0.038598234,3.483928021,6.073804166,0.015240015,0.002286164,1.335871391,8.437548817,0.13470531,0.033057868
"MO","515",3.350917082,17.93163441,927.0473202,59.88823965,408.8343134,66772.83814,1144.397311,75.76758351,37.64898088,0.044197618,5.108008979,13.89976576,0.013267353,NA,1.994186946,6.915646103,0.05042213,0.022747406
"MO","516",1.774427081,12.6711544,1298.227176,59.51986544,625.8702978,49981.53201,1386.072276,68.97863251,33.42567565,0.22993292,10.31332169,8.886877621,0.00881477,NA,1.923370888,6.680988032,0.052709032,0.019099738
"MO","519",0.152318185,19.73929696,1027.862615,76.07452174,738.2026818,34612.09666,940.8132776,108.5213978,18.219959,NA,13.38054718,9.844563082,NA,NA,3.771149857,5.660474582,0.049893397,0.012797171
"MO","52",3.068695285,54.88696593,1303.631427,64.84521917,252.1666943,51708.46174,1420.107286,75.62596178,35.3659805,0.082562017,9.132808292,9.473349141,0.011646833,NA,1.512485925,9.572115025,0.10168261,NA
"MO","521",1.981231186,NA,1007.185608,82.25130159,490.9908637,70741.43558,1419.68073,70.10498826,35.62294548,0.092449305,9.464936151,10.51958663,0.018310364,0.07039679,1.839887141,10.19180983,0.083595322,0.008307706
"MO","522",3.075723837,NA,1280.710128,52.43823011,510.6576829,80593.10684,1559.529776,65.88710947,24.42664713,0.075185743,7.324415882,8.393155094,0.005627737,NA,2.855492897,9.32311558,0.089852505,0.022649717
"MO","523",0.841497805,28.10087152,1440.091802,68.76112957,240.1626759,35176.32171,1304.361761,96.22714096,20.93593125,0.143688396,6.101146592,9.91136374,NA,NA,2.070485393,8.190328183,0.021557712,0.05069612
"MO","524",2.608284489,20.86783076,1173.819158,61.64804743,356.5590173,33539.16001,1398.666042,77.79172195,37.21637985,0.029452418,3.983354487,6.777067356,0.009414837,NA,1.216410574,6.883318746,0.067342292,0.02610024
"MO","525",3.665535472,30.78816697,1183.110576,92.21608217,366.4341638,63812.87911,1914.284691,107.1597606,40.42668482,0.158053511,7.891363187,12.91682515,0.007644428,NA,3.188003573,11.45183647,0.084004264,0.031371961
"MO","526",2.109484119,25.88828408,934.5685867,60.06821004,772.7623488,51896.76097,1810.551763,31.17949519,32.66359607,0.104428876,8.689801146,15.23350136,0.007381907,NA,1.373849226,5.071028588,0.103023098,0.013250467
"MO","527",2.428487168,37.27797477,1000.3005,105.5473322,381.4227393,110017.6006,1449.93444,83.32357428,NA,0.208900947,7.44821359,13.78898566,0.035821059,0.050981309,2.317053223,8.962901874,0.044163093,0.017854491
"MO","529",4.01607857,24.70240347,1062.378647,53.37977821,216.8228967,67543.43417,2060.111796,108.9073205,23.71248377,0.187214745,7.370534271,8.860971976,0.012346037,NA,3.607138141,13.2282998,0.0835283,0.04314055
"MO","53",2.03939428,9.302333303,1091.686343,82.66169126,626.4194572,43859.39381,1414.694666,52.80491302,52.61598153,0.226951204,5.188735924,8.982494235,0.017077105,NA,1.722609883,7.063796486,0.052231555,0.022785347
"MO","530",4.007891322,35.75136727,1309.470713,95.25234099,256.5581552,38285.31703,1359.012988,97.33994266,26.43036371,0.304784608,11.45382393,10.10023552,NA,NA,2.361321364,6.845500972,0.042508554,0.013317253
"MO","531",3.660864671,27.88690162,1167.243529,72.81218588,415.4508685,63146.6505,1431.658431,90.03626233,29.67220538,0.184779418,6.299882987,6.994683294,NA,NA,3.045122635,10.20482433,0.052224018,0.024542761
"MO","532",NA,35.32838779,1533.170343,77.18516691,416.7012965,40245.27291,1881.90636,95.87761452,32.69590644,0.144733476,9.798319343,10.64030625,0.004001702,NA,2.777217342,12.74876844,0.091040271,0.050479598
"MO","533",2.33463563,13.72962086,1311.458412,88.79496647,552.8790175,48823.84816,1563.43263,41.45602235,54.32994019,0.071804916,3.513034776,8.419303249,0.015114243,NA,1.341334595,7.994888279,0.062385805,0.01675206
"MO","534",0.591902416,18.71447387,931.2848452,104.8484279,142.9075516,24543.41245,1760.406861,91.19863907,24.28994239,0.309443599,10.27505002,9.152094522,NA,NA,2.444212483,11.13776589,0.045750077,0.047476385
"MO","535",2.543086426,17.05947102,954.5106377,62.93535498,517.021985,65250.11732,1056.358303,52.20060303,36.97153209,0.055517909,4.749565234,7.075650307,0.011254775,NA,2.152607538,5.096497687,0.052501834,0.012738892
"MO","536",2.47669667,18.58362431,994.2055907,75.61287964,536.445926,62672.77734,1303.55106,40.21905534,46.67842764,0.067204117,3.083910353,8.969358213,0.014967542,NA,2.02029708,6.913481458,0.090694861,0.027951926
"MO","537",2.86906032,NA,954.7489763,101.5844601,665.5912357,108775.532,1368.766045,62.33141242,64.12481029,0.137635149,9.562139167,8.647397421,0.024868807,0.049507366,2.829520207,7.404460294,0.102333732,0.008783953
